biologicalSystem	effect	efoId	ensemblId	pmid	ref	symptom	target	uberonCode	url
cardiovascular system	inhibition_general	""	ENSG00000163485	""	HeCaToS	vasodilation	ADORA1	UBERON_0004535	https://www.hecatos.eu/IManager/Download/687/66208/16240/1534958/EN/16240_1534958_NCDS_D1.5_Package_of_predictive_models_of_target-pathway-ADME_activities__M21.pdf
cardiovascular system	inhibition_general	HP_0000103	ENSG00000163485	""	HeCaToS	diuresis	ADORA1	UBERON_0004535	https://www.hecatos.eu/IManager/Download/687/66208/16240/1534958/EN/16240_1534958_NCDS_D1.5_Package_of_predictive_models_of_target-pathway-ADME_activities__M21.pdf
cardiovascular system	inhibition_general	GO_0035812	ENSG00000163485	""	HeCaToS	natriuresis	ADORA1	UBERON_0004535	https://www.hecatos.eu/IManager/Download/687/66208/16240/1534958/EN/16240_1534958_NCDS_D1.5_Package_of_predictive_models_of_target-pathway-ADME_activities__M21.pdf
cardiovascular system	activation_general	HP_0001662	ENSG00000163485	""	HeCaToS	bradycardia	ADORA1	UBERON_0004535	https://www.hecatos.eu/IManager/Download/687/66208/16240/1534958/EN/16240_1534958_NCDS_D1.5_Package_of_predictive_models_of_target-pathway-ADME_activities__M21.pdf
cardiovascular system	activation_general	""	ENSG00000163485	""	HeCaToS	vasoconstriction	ADORA1	UBERON_0004535	https://www.hecatos.eu/IManager/Download/687/66208/16240/1534958/EN/16240_1534958_NCDS_D1.5_Package_of_predictive_models_of_target-pathway-ADME_activities__M21.pdf
cardiovascular system	activation_general	EFO_0009836	ENSG00000163485	""	HeCaToS	bronchoconstriction	ADORA1	UBERON_0004535	https://www.hecatos.eu/IManager/Download/687/66208/16240/1534958/EN/16240_1534958_NCDS_D1.5_Package_of_predictive_models_of_target-pathway-ADME_activities__M21.pdf
cardiovascular system	activation_general	EFO_0009843	ENSG00000163485	""	HeCaToS	induction of sleep	ADORA1	UBERON_0004535	https://www.hecatos.eu/IManager/Download/687/66208/16240/1534958/EN/16240_1534958_NCDS_D1.5_Package_of_predictive_models_of_target-pathway-ADME_activities__M21.pdf
nervous system	activation_general	""	ENSG00000163485	""	HeCaToS	cardioprotection	ADORA1	UBERON_0001016	https://www.hecatos.eu/IManager/Download/687/66208/16240/1534958/EN/16240_1534958_NCDS_D1.5_Package_of_predictive_models_of_target-pathway-ADME_activities__M21.pdf
nervous system	inhibition_general	""	ENSG00000163485	""	HeCaToS	vasodilation	ADORA1	UBERON_0001016	https://www.hecatos.eu/IManager/Download/687/66208/16240/1534958/EN/16240_1534958_NCDS_D1.5_Package_of_predictive_models_of_target-pathway-ADME_activities__M21.pdf
nervous system	inhibition_general	HP_0000103	ENSG00000163485	""	HeCaToS	diuresis	ADORA1	UBERON_0001016	https://www.hecatos.eu/IManager/Download/687/66208/16240/1534958/EN/16240_1534958_NCDS_D1.5_Package_of_predictive_models_of_target-pathway-ADME_activities__M21.pdf
nervous system	inhibition_general	GO_0035812	ENSG00000163485	""	HeCaToS	natriuresis	ADORA1	UBERON_0001016	https://www.hecatos.eu/IManager/Download/687/66208/16240/1534958/EN/16240_1534958_NCDS_D1.5_Package_of_predictive_models_of_target-pathway-ADME_activities__M21.pdf
nervous system	activation_general	HP_0001662	ENSG00000163485	""	HeCaToS	bradycardia	ADORA1	UBERON_0001016	https://www.hecatos.eu/IManager/Download/687/66208/16240/1534958/EN/16240_1534958_NCDS_D1.5_Package_of_predictive_models_of_target-pathway-ADME_activities__M21.pdf
nervous system	activation_general	""	ENSG00000163485	""	HeCaToS	vasoconstriction	ADORA1	UBERON_0001016	https://www.hecatos.eu/IManager/Download/687/66208/16240/1534958/EN/16240_1534958_NCDS_D1.5_Package_of_predictive_models_of_target-pathway-ADME_activities__M21.pdf
nervous system	activation_general	EFO_0009836	ENSG00000163485	""	HeCaToS	bronchoconstriction	ADORA1	UBERON_0001016	https://www.hecatos.eu/IManager/Download/687/66208/16240/1534958/EN/16240_1534958_NCDS_D1.5_Package_of_predictive_models_of_target-pathway-ADME_activities__M21.pdf
nervous system	activation_general	EFO_0009843	ENSG00000163485	""	HeCaToS	induction of sleep	ADORA1	UBERON_0001016	https://www.hecatos.eu/IManager/Download/687/66208/16240/1534958/EN/16240_1534958_NCDS_D1.5_Package_of_predictive_models_of_target-pathway-ADME_activities__M21.pdf
renal	activation_general	""	ENSG00000163485	""	HeCaToS	cardioprotection	ADORA1	UBERON_0001008	https://www.hecatos.eu/IManager/Download/687/66208/16240/1534958/EN/16240_1534958_NCDS_D1.5_Package_of_predictive_models_of_target-pathway-ADME_activities__M21.pdf
renal	inhibition_general	""	ENSG00000163485	""	HeCaToS	vasodilation	ADORA1	UBERON_0001008	https://www.hecatos.eu/IManager/Download/687/66208/16240/1534958/EN/16240_1534958_NCDS_D1.5_Package_of_predictive_models_of_target-pathway-ADME_activities__M21.pdf
renal	inhibition_general	HP_0000103	ENSG00000163485	""	HeCaToS	diuresis	ADORA1	UBERON_0001008	https://www.hecatos.eu/IManager/Download/687/66208/16240/1534958/EN/16240_1534958_NCDS_D1.5_Package_of_predictive_models_of_target-pathway-ADME_activities__M21.pdf
renal	inhibition_general	GO_0035812	ENSG00000163485	""	HeCaToS	natriuresis	ADORA1	UBERON_0001008	https://www.hecatos.eu/IManager/Download/687/66208/16240/1534958/EN/16240_1534958_NCDS_D1.5_Package_of_predictive_models_of_target-pathway-ADME_activities__M21.pdf
renal	activation_general	HP_0001662	ENSG00000163485	""	HeCaToS	bradycardia	ADORA1	UBERON_0001008	https://www.hecatos.eu/IManager/Download/687/66208/16240/1534958/EN/16240_1534958_NCDS_D1.5_Package_of_predictive_models_of_target-pathway-ADME_activities__M21.pdf
renal	activation_general	""	ENSG00000163485	""	HeCaToS	vasoconstriction	ADORA1	UBERON_0001008	https://www.hecatos.eu/IManager/Download/687/66208/16240/1534958/EN/16240_1534958_NCDS_D1.5_Package_of_predictive_models_of_target-pathway-ADME_activities__M21.pdf
renal	activation_general	EFO_0009836	ENSG00000163485	""	HeCaToS	bronchoconstriction	ADORA1	UBERON_0001008	https://www.hecatos.eu/IManager/Download/687/66208/16240/1534958/EN/16240_1534958_NCDS_D1.5_Package_of_predictive_models_of_target-pathway-ADME_activities__M21.pdf
renal	activation_general	EFO_0009843	ENSG00000163485	""	HeCaToS	induction of sleep	ADORA1	UBERON_0001008	https://www.hecatos.eu/IManager/Download/687/66208/16240/1534958/EN/16240_1534958_NCDS_D1.5_Package_of_predictive_models_of_target-pathway-ADME_activities__M21.pdf
Pharmaco-kinetics	inhibition_acute	EFO_0009878	ENSG00000189221	28216264	Lynch et al. (2017)	drug-drug interactions	MAOA	""	""
Pharmaco-kinetics	inhibition_acute	EFO_0009874	ENSG00000189221	28216264	Lynch et al. (2017)	decreased anxiety	MAOA	""	""
Pharmaco-kinetics	inhibition_acute	EFO_0003015	ENSG00000189221	28216264	Lynch et al. (2017)	decreased aggression	MAOA	""	""
Pharmaco-kinetics	inhibition_acute	EFO_0009847	ENSG00000189221	28216264	Lynch et al. (2017)	dizziness	MAOA	""	""
Pharmaco-kinetics	inhibition_acute	HP_0002018	ENSG00000189221	28216264	Lynch et al. (2017)	nausea	MAOA	""	""
Pharmaco-kinetics	inhibition_acute	EFO_0008568	ENSG00000189221	28216264	Lynch et al. (2017)	sleep disturbances	MAOA	""	""
Pharmaco-kinetics	inhibition_acute	HP_0012378	ENSG00000189221	28216264	Lynch et al. (2017)	fatigue	MAOA	""	""
Pharmaco-kinetics	inhibition_acute	HP_0001324	ENSG00000189221	28216264	Lynch et al. (2017)	weakness	MAOA	""	""
Pharmaco-kinetics	inhibition_acute	HP_0001337	ENSG00000189221	28216264	Lynch et al. (2017)	tremors	MAOA	""	""
central nervous system	inhibition_acute	EFO_0009878	ENSG00000189221	28216264	Lynch et al. (2017)	drug-drug interactions	MAOA	UBERON_0001017	""
central nervous system	inhibition_acute	EFO_0009874	ENSG00000189221	28216264	Lynch et al. (2017)	decreased anxiety	MAOA	UBERON_0001017	""
central nervous system	inhibition_acute	EFO_0003015	ENSG00000189221	28216264	Lynch et al. (2017)	decreased aggression	MAOA	UBERON_0001017	""
central nervous system	inhibition_acute	EFO_0009847	ENSG00000189221	28216264	Lynch et al. (2017)	dizziness	MAOA	UBERON_0001017	""
central nervous system	inhibition_acute	HP_0002018	ENSG00000189221	28216264	Lynch et al. (2017)	nausea	MAOA	UBERON_0001017	""
central nervous system	inhibition_acute	EFO_0008568	ENSG00000189221	28216264	Lynch et al. (2017)	sleep disturbances	MAOA	UBERON_0001017	""
central nervous system	inhibition_acute	HP_0012378	ENSG00000189221	28216264	Lynch et al. (2017)	fatigue	MAOA	UBERON_0001017	""
central nervous system	inhibition_acute	HP_0001324	ENSG00000189221	28216264	Lynch et al. (2017)	weakness	MAOA	UBERON_0001017	""
central nervous system	inhibition_acute	HP_0001337	ENSG00000189221	28216264	Lynch et al. (2017)	tremors	MAOA	UBERON_0001017	""
pancreas	activation_acute	GO_0060455	ENSG00000112038	28216264	Lynch et al. (2017)	decreased gastric acid secretion	OPRM1	UBERON_0001264	""
pancreas	inhibition_acute	EFO_0003843	ENSG00000112038	28216264	Lynch et al. (2017)	pain	OPRM1	UBERON_0001264	""
pancreas	inhibition_acute	EFO_0009853	ENSG00000112038	28216264	Lynch et al. (2017)	increased/decreased convulsions	OPRM1	UBERON_0001264	""
pancreas	inhibition_acute	HP_0001649	ENSG00000112038	28216264	Lynch et al. (2017)	increased heart rate	OPRM1	UBERON_0001264	""
pancreas	inhibition_acute	HP_0032263	ENSG00000112038	28216264	Lynch et al. (2017)	increased blood pressure	OPRM1	UBERON_0001264	""
pancreas	inhibition_acute	GO_0120061	ENSG00000112038	28216264	Lynch et al. (2017)	decreased gastric emptying	OPRM1	UBERON_0001264	""
pancreas	inhibition_acute	HP_0410204	ENSG00000112038	28216264	Lynch et al. (2017)	increased gastrointestinal transit	OPRM1	UBERON_0001264	""
pancreas	inhibition_acute	EFO_0008533	ENSG00000112038	28216264	Lynch et al. (2017)	dyspepsia	OPRM1	UBERON_0001264	""
pancreas	inhibition_acute	EFO_0009669	ENSG00000112038	28216264	Lynch et al. (2017)	gas	OPRM1	UBERON_0001264	""
pancreas	activation_acute	EFO_0009853	ENSG00000112038	28216264	Lynch et al. (2017)	decreased/increased convulsions	OPRM1	UBERON_0001264	""
respiratory	activation_acute	HP_0004370	ENSG00000112038	28216264	Lynch et al. (2017)	decreased/increased body temperature	OPRM1	UBERON_0001004	""
respiratory	inhibition_acute	EFO_0003843	ENSG00000112038	28216264	Lynch et al. (2017)	pain	OPRM1	UBERON_0001004	""
respiratory	inhibition_acute	EFO_0009853	ENSG00000112038	28216264	Lynch et al. (2017)	increased/decreased convulsions	OPRM1	UBERON_0001004	""
respiratory	inhibition_acute	HP_0001649	ENSG00000112038	28216264	Lynch et al. (2017)	increased heart rate	OPRM1	UBERON_0001004	""
respiratory	inhibition_acute	HP_0032263	ENSG00000112038	28216264	Lynch et al. (2017)	increased blood pressure	OPRM1	UBERON_0001004	""
respiratory	inhibition_acute	GO_0120061	ENSG00000112038	28216264	Lynch et al. (2017)	decreased gastric emptying	OPRM1	UBERON_0001004	""
respiratory	inhibition_acute	HP_0410204	ENSG00000112038	28216264	Lynch et al. (2017)	increased gastrointestinal transit	OPRM1	UBERON_0001004	""
respiratory	inhibition_acute	EFO_0008533	ENSG00000112038	28216264	Lynch et al. (2017)	dyspepsia	OPRM1	UBERON_0001004	""
respiratory	inhibition_acute	EFO_0009669	ENSG00000112038	28216264	Lynch et al. (2017)	gas	OPRM1	UBERON_0001004	""
gastrointestinal	activation_acute	GO_0060455	ENSG00000112038	28216264	Lynch et al. (2017)	decreased gastric acid secretion	OPRM1	UBERON_0005409	""
gastrointestinal	inhibition_acute	EFO_0003843	ENSG00000112038	28216264	Lynch et al. (2017)	pain	OPRM1	UBERON_0005409	""
gastrointestinal	inhibition_acute	EFO_0009853	ENSG00000112038	28216264	Lynch et al. (2017)	increased/decreased convulsions	OPRM1	UBERON_0005409	""
gastrointestinal	inhibition_acute	HP_0001649	ENSG00000112038	28216264	Lynch et al. (2017)	increased heart rate	OPRM1	UBERON_0005409	""
gastrointestinal	inhibition_acute	HP_0032263	ENSG00000112038	28216264	Lynch et al. (2017)	increased blood pressure	OPRM1	UBERON_0005409	""
gastrointestinal	inhibition_acute	GO_0120061	ENSG00000112038	28216264	Lynch et al. (2017)	decreased gastric emptying	OPRM1	UBERON_0005409	""
gastrointestinal	inhibition_acute	HP_0410204	ENSG00000112038	28216264	Lynch et al. (2017)	increased gastrointestinal transit	OPRM1	UBERON_0005409	""
gastrointestinal	inhibition_acute	EFO_0008533	ENSG00000112038	28216264	Lynch et al. (2017)	dyspepsia	OPRM1	UBERON_0005409	""
gastrointestinal	inhibition_acute	EFO_0009669	ENSG00000112038	28216264	Lynch et al. (2017)	gas	OPRM1	UBERON_0005409	""
respiratory	activation_acute	HP_0001662	ENSG00000112038	28216264	Lynch et al. (2017)	decreased heart rate	OPRM1	UBERON_0001004	""
respiratory	activation_acute	HP_0003074	ENSG00000112038	28216264	Lynch et al. (2017)	increased blood glucose	OPRM1	UBERON_0001004	""
respiratory	activation_acute	GO_0060455	ENSG00000112038	28216264	Lynch et al. (2017)	decreased gastric acid secretion	OPRM1	UBERON_0001004	""
nervous system	activation_acute	EFO_0003890	ENSG00000112038	28216264	Lynch et al. (2017)	drug abuse/dependence	OPRM1	UBERON_0001016	""
nervous system	inhibition_acute	EFO_0003843	ENSG00000112038	28216264	Lynch et al. (2017)	pain	OPRM1	UBERON_0001016	""
nervous system	inhibition_acute	EFO_0009853	ENSG00000112038	28216264	Lynch et al. (2017)	increased/decreased convulsions	OPRM1	UBERON_0001016	""
nervous system	inhibition_acute	HP_0001649	ENSG00000112038	28216264	Lynch et al. (2017)	increased heart rate	OPRM1	UBERON_0001016	""
nervous system	inhibition_acute	HP_0032263	ENSG00000112038	28216264	Lynch et al. (2017)	increased blood pressure	OPRM1	UBERON_0001016	""
nervous system	inhibition_acute	GO_0120061	ENSG00000112038	28216264	Lynch et al. (2017)	decreased gastric emptying	OPRM1	UBERON_0001016	""
nervous system	inhibition_acute	HP_0410204	ENSG00000112038	28216264	Lynch et al. (2017)	increased gastrointestinal transit	OPRM1	UBERON_0001016	""
nervous system	inhibition_acute	EFO_0008533	ENSG00000112038	28216264	Lynch et al. (2017)	dyspepsia	OPRM1	UBERON_0001016	""
nervous system	inhibition_acute	EFO_0009669	ENSG00000112038	28216264	Lynch et al. (2017)	gas	OPRM1	UBERON_0001016	""
nervous system	activation_acute	HP_0004370	ENSG00000112038	28216264	Lynch et al. (2017)	decreased/increased body temperature	OPRM1	UBERON_0001016	""
pancreas	activation_acute	EFO_0009872	ENSG00000112038	28216264	Lynch et al. (2017)	decreased cardiac output	OPRM1	UBERON_0001264	""
gastrointestinal	activation_acute	""	ENSG00000112038	28216264	Lynch et al. (2017)	scratching	OPRM1	UBERON_0005409	""
renal	activation_acute	HP_0000842	ENSG00000112038	28216264	Lynch et al. (2017)	increased blood insulin	OPRM1	UBERON_0001008	""
renal	inhibition_acute	EFO_0003843	ENSG00000112038	28216264	Lynch et al. (2017)	pain	OPRM1	UBERON_0001008	""
renal	inhibition_acute	EFO_0009853	ENSG00000112038	28216264	Lynch et al. (2017)	increased/decreased convulsions	OPRM1	UBERON_0001008	""
renal	inhibition_acute	HP_0001649	ENSG00000112038	28216264	Lynch et al. (2017)	increased heart rate	OPRM1	UBERON_0001008	""
renal	inhibition_acute	HP_0032263	ENSG00000112038	28216264	Lynch et al. (2017)	increased blood pressure	OPRM1	UBERON_0001008	""
renal	inhibition_acute	GO_0120061	ENSG00000112038	28216264	Lynch et al. (2017)	decreased gastric emptying	OPRM1	UBERON_0001008	""
renal	inhibition_acute	HP_0410204	ENSG00000112038	28216264	Lynch et al. (2017)	increased gastrointestinal transit	OPRM1	UBERON_0001008	""
renal	inhibition_acute	EFO_0008533	ENSG00000112038	28216264	Lynch et al. (2017)	dyspepsia	OPRM1	UBERON_0001008	""
renal	inhibition_acute	EFO_0009669	ENSG00000112038	28216264	Lynch et al. (2017)	gas	OPRM1	UBERON_0001008	""
renal	activation_acute	GO_0060455	ENSG00000112038	28216264	Lynch et al. (2017)	decreased gastric acid secretion	OPRM1	UBERON_0001008	""
nervous system	activation_acute	HP_0001662	ENSG00000112038	28216264	Lynch et al. (2017)	decreased heart rate	OPRM1	UBERON_0001016	""
respiratory	activation_acute	HP_0007686	ENSG00000112038	28216264	Lynch et al. (2017)	decreased/increased pupil diameter	OPRM1	UBERON_0001004	""
renal	activation_acute	HP_0030972	ENSG00000112038	28216264	Lynch et al. (2017)	decreased/increased blood pressure	OPRM1	UBERON_0001008	""
renal	activation_acute	EFO_0009872	ENSG00000112038	28216264	Lynch et al. (2017)	decreased cardiac output	OPRM1	UBERON_0001008	""
respiratory	activation_acute	HP_0030972	ENSG00000112038	28216264	Lynch et al. (2017)	decreased/increased blood pressure	OPRM1	UBERON_0001004	""
nervous system	activation_acute	EFO_0009839	ENSG00000112038	28216264	Lynch et al. (2017)	decreased respiratory rate	OPRM1	UBERON_0001016	""
respiratory	activation_acute	HP_0030897	ENSG00000112038	28216264	Lynch et al. (2017)	decreased gastrointestinal transit	OPRM1	UBERON_0001004	""
gastrointestinal	activation_acute	HP_0001662	ENSG00000112038	28216264	Lynch et al. (2017)	decreased heart rate	OPRM1	UBERON_0005409	""
renal	activation_acute	GO_1904057	ENSG00000112038	28216264	Lynch et al. (2017)	decreased pain	OPRM1	UBERON_0001008	""
pancreas	activation_acute	HP_0001662	ENSG00000112038	28216264	Lynch et al. (2017)	decreased heart rate	OPRM1	UBERON_0001264	""
nervous system	activation_acute	GO_1904057	ENSG00000112038	28216264	Lynch et al. (2017)	decreased pain	OPRM1	UBERON_0001016	""
respiratory	activation_acute	GO_1904057	ENSG00000112038	28216264	Lynch et al. (2017)	decreased pain	OPRM1	UBERON_0001004	""
renal	activation_acute	HP_0000103	ENSG00000112038	28216264	Lynch et al. (2017)	increased urine excretion	OPRM1	UBERON_0001008	""
gastrointestinal	activation_acute	EFO_0004874	ENSG00000112038	28216264	Lynch et al. (2017)	increased/decreased memory	OPRM1	UBERON_0005409	""
cardiovascular	activation_acute	GO_0120061	ENSG00000112038	28216264	Lynch et al. (2017)	decreased gastric emptying	OPRM1	UBERON_0004535	""
cardiovascular	inhibition_acute	EFO_0003843	ENSG00000112038	28216264	Lynch et al. (2017)	pain	OPRM1	UBERON_0004535	""
cardiovascular	inhibition_acute	EFO_0009853	ENSG00000112038	28216264	Lynch et al. (2017)	increased/decreased convulsions	OPRM1	UBERON_0004535	""
cardiovascular	inhibition_acute	HP_0001649	ENSG00000112038	28216264	Lynch et al. (2017)	increased heart rate	OPRM1	UBERON_0004535	""
cardiovascular	inhibition_acute	HP_0032263	ENSG00000112038	28216264	Lynch et al. (2017)	increased blood pressure	OPRM1	UBERON_0004535	""
cardiovascular	inhibition_acute	GO_0120061	ENSG00000112038	28216264	Lynch et al. (2017)	decreased gastric emptying	OPRM1	UBERON_0004535	""
cardiovascular	inhibition_acute	HP_0410204	ENSG00000112038	28216264	Lynch et al. (2017)	increased gastrointestinal transit	OPRM1	UBERON_0004535	""
cardiovascular	inhibition_acute	EFO_0008533	ENSG00000112038	28216264	Lynch et al. (2017)	dyspepsia	OPRM1	UBERON_0004535	""
cardiovascular	inhibition_acute	EFO_0009669	ENSG00000112038	28216264	Lynch et al. (2017)	gas	OPRM1	UBERON_0004535	""
pancreas	activation_acute	GO_0120061	ENSG00000112038	28216264	Lynch et al. (2017)	decreased gastric emptying	OPRM1	UBERON_0001264	""
renal	activation_acute	""	ENSG00000112038	28216264	Lynch et al. (2017)	scratching	OPRM1	UBERON_0001008	""
renal	activation_acute	HP_0007686	ENSG00000112038	28216264	Lynch et al. (2017)	decreased/increased pupil diameter	OPRM1	UBERON_0001008	""
cardiovascular	activation_acute	HP_0030972	ENSG00000112038	28216264	Lynch et al. (2017)	decreased/increased blood pressure	OPRM1	UBERON_0004535	""
cardiovascular	activation_acute	HP_0030897	ENSG00000112038	28216264	Lynch et al. (2017)	decreased gastrointestinal transit	OPRM1	UBERON_0004535	""
respiratory	activation_acute	EFO_0009839	ENSG00000112038	28216264	Lynch et al. (2017)	decreased respiratory rate	OPRM1	UBERON_0001004	""
respiratory	activation_acute	HP_0000103	ENSG00000112038	28216264	Lynch et al. (2017)	increased urine excretion	OPRM1	UBERON_0001004	""
cardiovascular	activation_acute	EFO_0009839	ENSG00000112038	28216264	Lynch et al. (2017)	decreased respiratory rate	OPRM1	UBERON_0004535	""
cardiovascular	activation_acute	EFO_0009874	ENSG00000112038	28216264	Lynch et al. (2017)	decreased anxiety	OPRM1	UBERON_0004535	""
nervous system	activation_acute	HP_0030972	ENSG00000112038	28216264	Lynch et al. (2017)	decreased/increased blood pressure	OPRM1	UBERON_0001016	""
renal	activation_acute	GO_0035815	ENSG00000112038	28216264	Lynch et al. (2017)	increased urinary sodium excretion	OPRM1	UBERON_0001008	""
pancreas	activation_acute	HP_0007686	ENSG00000112038	28216264	Lynch et al. (2017)	decreased/increased pupil diameter	OPRM1	UBERON_0001264	""
gastrointestinal	activation_acute	EFO_0009872	ENSG00000112038	28216264	Lynch et al. (2017)	decreased cardiac output	OPRM1	UBERON_0005409	""
pancreas	activation_acute	HP_0030972	ENSG00000112038	28216264	Lynch et al. (2017)	decreased/increased blood pressure	OPRM1	UBERON_0001264	""
cardiovascular	activation_acute	EFO_0004874	ENSG00000112038	28216264	Lynch et al. (2017)	increased/decreased memory	OPRM1	UBERON_0004535	""
cardiovascular	activation_acute	HP_0004370	ENSG00000112038	28216264	Lynch et al. (2017)	decreased/increased body temperature	OPRM1	UBERON_0004535	""
pancreas	activation_acute	EFO_0009874	ENSG00000112038	28216264	Lynch et al. (2017)	decreased anxiety	OPRM1	UBERON_0001264	""
gastrointestinal	activation_acute	HP_0030897	ENSG00000112038	28216264	Lynch et al. (2017)	decreased gastrointestinal transit	OPRM1	UBERON_0005409	""
gastrointestinal	activation_acute	EFO_0009868	ENSG00000112038	28216264	Lynch et al. (2017)	sedation	OPRM1	UBERON_0005409	""
respiratory	activation_acute	GO_0120061	ENSG00000112038	28216264	Lynch et al. (2017)	decreased gastric emptying	OPRM1	UBERON_0001004	""
gastrointestinal	activation_acute	GO_1904057	ENSG00000112038	28216264	Lynch et al. (2017)	decreased pain	OPRM1	UBERON_0005409	""
cardiovascular	activation_acute	EFO_0003890	ENSG00000112038	28216264	Lynch et al. (2017)	drug abuse/dependence	OPRM1	UBERON_0004535	""
renal	activation_acute	HP_0001662	ENSG00000112038	28216264	Lynch et al. (2017)	decreased heart rate	OPRM1	UBERON_0001008	""
gastrointestinal	activation_acute	GO_0120061	ENSG00000112038	28216264	Lynch et al. (2017)	decreased gastric emptying	OPRM1	UBERON_0005409	""
gastrointestinal	activation_acute	EFO_0003890	ENSG00000112038	28216264	Lynch et al. (2017)	drug abuse/dependence	OPRM1	UBERON_0005409	""
gastrointestinal	activation_acute	EFO_0009874	ENSG00000112038	28216264	Lynch et al. (2017)	decreased anxiety	OPRM1	UBERON_0005409	""
nervous system	activation_acute	EFO_0009874	ENSG00000112038	28216264	Lynch et al. (2017)	decreased anxiety	OPRM1	UBERON_0001016	""
pancreas	activation_acute	EFO_0003890	ENSG00000112038	28216264	Lynch et al. (2017)	drug abuse/dependence	OPRM1	UBERON_0001264	""
cardiovascular	activation_acute	""	ENSG00000112038	28216264	Lynch et al. (2017)	scratching	OPRM1	UBERON_0004535	""
nervous system	activation_acute	GO_0035815	ENSG00000112038	28216264	Lynch et al. (2017)	increased urinary sodium excretion	OPRM1	UBERON_0001016	""
gastrointestinal	activation_acute	HP_0000103	ENSG00000112038	28216264	Lynch et al. (2017)	increased urine excretion	OPRM1	UBERON_0005409	""
nervous system	activation_acute	HP_0030897	ENSG00000112038	28216264	Lynch et al. (2017)	decreased gastrointestinal transit	OPRM1	UBERON_0001016	""
gastrointestinal	activation_acute	EFO_0009839	ENSG00000112038	28216264	Lynch et al. (2017)	decreased respiratory rate	OPRM1	UBERON_0005409	""
pancreas	activation_acute	EFO_0004874	ENSG00000112038	28216264	Lynch et al. (2017)	increased/decreased memory	OPRM1	UBERON_0001264	""
respiratory	activation_acute	EFO_0009868	ENSG00000112038	28216264	Lynch et al. (2017)	sedation	OPRM1	UBERON_0001004	""
pancreas	activation_acute	HP_0030897	ENSG00000112038	28216264	Lynch et al. (2017)	decreased gastrointestinal transit	OPRM1	UBERON_0001264	""
nervous system	activation_acute	HP_0007686	ENSG00000112038	28216264	Lynch et al. (2017)	decreased/increased pupil diameter	OPRM1	UBERON_0001016	""
renal	activation_acute	HP_0004370	ENSG00000112038	28216264	Lynch et al. (2017)	decreased/increased body temperature	OPRM1	UBERON_0001008	""
renal	activation_acute	EFO_0009839	ENSG00000112038	28216264	Lynch et al. (2017)	decreased respiratory rate	OPRM1	UBERON_0001008	""
pancreas	activation_acute	EFO_0009868	ENSG00000112038	28216264	Lynch et al. (2017)	sedation	OPRM1	UBERON_0001264	""
gastrointestinal	activation_acute	HP_0030972	ENSG00000112038	28216264	Lynch et al. (2017)	decreased/increased blood pressure	OPRM1	UBERON_0005409	""
cardiovascular	activation_acute	HP_0000103	ENSG00000112038	28216264	Lynch et al. (2017)	increased urine excretion	OPRM1	UBERON_0004535	""
nervous system	activation_acute	""	ENSG00000112038	28216264	Lynch et al. (2017)	scratching	OPRM1	UBERON_0001016	""
renal	activation_acute	HP_0003074	ENSG00000112038	28216264	Lynch et al. (2017)	increased blood glucose	OPRM1	UBERON_0001008	""
cardiovascular	activation_acute	EFO_0009868	ENSG00000112038	28216264	Lynch et al. (2017)	sedation	OPRM1	UBERON_0004535	""
nervous system	activation_acute	HP_0003074	ENSG00000112038	28216264	Lynch et al. (2017)	increased blood glucose	OPRM1	UBERON_0001016	""
cardiovascular	activation_acute	GO_1904057	ENSG00000112038	28216264	Lynch et al. (2017)	decreased pain	OPRM1	UBERON_0004535	""
respiratory	activation_acute	EFO_0004874	ENSG00000112038	28216264	Lynch et al. (2017)	increased/decreased memory	OPRM1	UBERON_0001004	""
cardiovascular	activation_acute	GO_0035815	ENSG00000112038	28216264	Lynch et al. (2017)	increased urinary sodium excretion	OPRM1	UBERON_0004535	""
pancreas	activation_acute	HP_0000103	ENSG00000112038	28216264	Lynch et al. (2017)	increased urine excretion	OPRM1	UBERON_0001264	""
respiratory	activation_acute	EFO_0009853	ENSG00000112038	28216264	Lynch et al. (2017)	decreased/increased convulsions	OPRM1	UBERON_0001004	""
cardiovascular	activation_acute	HP_0001662	ENSG00000112038	28216264	Lynch et al. (2017)	decreased heart rate	OPRM1	UBERON_0004535	""
renal	activation_acute	GO_0120061	ENSG00000112038	28216264	Lynch et al. (2017)	decreased gastric emptying	OPRM1	UBERON_0001008	""
cardiovascular	activation_acute	HP_0000842	ENSG00000112038	28216264	Lynch et al. (2017)	increased blood insulin	OPRM1	UBERON_0004535	""
nervous system	activation_acute	GO_0060455	ENSG00000112038	28216264	Lynch et al. (2017)	decreased gastric acid secretion	OPRM1	UBERON_0001016	""
respiratory	activation_acute	EFO_0003890	ENSG00000112038	28216264	Lynch et al. (2017)	drug abuse/dependence	OPRM1	UBERON_0001004	""
pancreas	activation_acute	GO_0035815	ENSG00000112038	28216264	Lynch et al. (2017)	increased urinary sodium excretion	OPRM1	UBERON_0001264	""
renal	activation_acute	HP_0030897	ENSG00000112038	28216264	Lynch et al. (2017)	decreased gastrointestinal transit	OPRM1	UBERON_0001008	""
gastrointestinal	activation_acute	HP_0003074	ENSG00000112038	28216264	Lynch et al. (2017)	increased blood glucose	OPRM1	UBERON_0005409	""
