ensembl_gene_id	tissue	assay_format	assay_format_type	cell_short_name	assay_description	data_source	data_source_reference_link
ENSG00000176208		cell line	cell-based	HEK293T	"TOX21_ELG1_LUC_Agonist is a cell-based, single-readout assay that uses HEK293T, a human kidney cell line, with measurements taken at 24 hours after chemical dosing in a 1536-well plate."	Tox21	https://ntp.niehs.nih.gov/whatwestudy/tox21/phases/index.html#Phase-I
ENSG00000091831		cell line	cell-based	VM7	"TOX21_ERa_LUC_VM7_Agonist is a cell-based, single-readout assay that uses VM7, a human breast tissue cell line, with measurements taken at 48 hours after chemical dosing in a 1536-well plate."	Tox21	https://ntp.niehs.nih.gov/whatwestudy/tox21/phases/index.html#Phase-I
ENSG00000113580		cell-free	biochemical		"NVS_NR_hGR is a biochemical, single-readout assay that uses extracted gene-proteins in a cell-free assay. Measurements were taken 16 hours after chemical dosing in a 96-well plate."	Tox21	https://ntp.niehs.nih.gov/whatwestudy/tox21/phases/index.html#Phase-I
ENSG00000043591		cell-free	biochemical		"NVS_GPCR_hAdrb1 is a biochemical, single-readout assay that uses extracted gene-proteins from Human neuroepithelioma cells in a cell-free assay. Measurements were taken 2 hours after chemical dosing in a 96-well plate."	Tox21	https://ntp.niehs.nih.gov/whatwestudy/tox21/phases/index.html#Phase-I
ENSG00000144891		tissue-based cell-free	biochemical		"NVS_GPCR_hAT1 is a biochemical, single-readout assay that uses extracted gene-proteins from KAN-TS in a tissue-based cell-free assay. Measurements were taken 3 hours after chemical dosing in a 48-well plate."	Tox21	https://ntp.niehs.nih.gov/whatwestudy/tox21/phases/index.html#Phase-I
ENSG00000132170		cell-free	biochemical		"NVS_NR_hPPARg is a biochemical, single-readout assay that uses extracted gene-proteins in a cell-free assay. Measurements were taken 2 hours after chemical dosing in a 384-well plate."	Tox21	https://ntp.niehs.nih.gov/whatwestudy/tox21/phases/index.html#Phase-I
ENSG00000131759		cell-free	biochemical		"NVS_NR_hRARa_Agonist is a biochemical, single-readout assay that uses extracted gene-proteins in a cell-free assay. Measurements were taken 2 hours after chemical dosing in a 384-well plate."	Tox21	https://ntp.niehs.nih.gov/whatwestudy/tox21/phases/index.html#Phase-I
ENSG00000106546		cell line	cell-based	HepG2	"TOX21_AhR_LUC_Agonist is a cell-based, single-readout assay that uses HepG2, a human liver cell line, with measurements taken at 24 hours after chemical dosing in a 1536-well plate."	Tox21	https://ntp.niehs.nih.gov/whatwestudy/tox21/phases/index.html#Phase-I
ENSG00000151617		cell-free	biochemical		"NVS_GPCR_hETA is a biochemical, single-readout assay that uses extracted gene-proteins from Human neuroblastoma cells (SH-SY5Y) in a cell-free assay. Measurements were taken 3 hours after chemical dosing in a 96-well plate."	Tox21	https://ntp.niehs.nih.gov/whatwestudy/tox21/phases/index.html#Phase-I
ENSG00000241635		primary cell	cell-based	hepatocyte	"CLD_6hr is a cell-based, multiplexed-readout assay that uses hepatocyte, a human liver primary cell, with measurements taken at 6 hours after chemical dosing in a 96-well plate."	Tox21	https://ntp.niehs.nih.gov/whatwestudy/tox21/phases/index.html#Phase-I
ENSG00000197408		primary cell	cell-based	hepatocyte	"CLD_24hr is a cell-based, multiplexed-readout assay that uses hepatocyte, a human liver primary cell, with measurements taken at 24 hours after chemical dosing in a 96-well plate."	Tox21	https://ntp.niehs.nih.gov/whatwestudy/tox21/phases/index.html#Phase-I
ENSG00000116329		cell-free	biochemical		"NVS_GPCR_hOpiate_D1 is a biochemical, single-readout assay that uses extracted gene-proteins from CHO in a cell-free assay. Measurements were taken 1 hour after chemical dosing in a 96-well plate."	Tox21	https://ntp.niehs.nih.gov/whatwestudy/tox21/phases/index.html#Phase-I
ENSG00000166148		cell-free	biochemical		"NVS_GPCR_hV1A is a biochemical, single-readout assay that uses extracted gene-proteins from Human platelets in a cell-free assay. Measurements were taken 1.5 hours after chemical dosing in a 96-well plate."	Tox21	https://ntp.niehs.nih.gov/whatwestudy/tox21/phases/index.html#Phase-I
ENSG00000140009		cell line	cell-based	HEK293T	"OT_ER_ERbERb_0480  is a cell-based assay that uses HEK293T, a human kidney cell line, with measurements taken at 8 hours after chemical dosing in a 384-well plate."	Tox21	https://ntp.niehs.nih.gov/whatwestudy/tox21/phases/index.html#Phase-I
ENSG00000186350		cell line	cell-based	HEK293T	"OT_NURR1_NURR1RXRa_1440  is a cell-based assay that uses HEK293T, a human kidney cell line, with measurements taken at 24 hours after chemical dosing in a 384-well plate."	Tox21	https://ntp.niehs.nih.gov/whatwestudy/tox21/phases/index.html#Phase-I
ENSG00000141510		cell line	cell-based	HCT116	"TOX21_p53_BLA_p3 is a cell-based, single-readout assay that uses HCT116, a human intestinal cell line, with measurements taken at 24 hours after chemical dosing in a 1536-well plate."	Tox21	https://ntp.niehs.nih.gov/whatwestudy/tox21/phases/index.html#Phase-I
ENSG00000169083		cell line	cell-based	MDA-kb2	"TOX21_AR_LUC_MDAKB2_Antagonist2 is a cell-based, single-readout assay that uses MDA-kb2, a human breast cell line, with measurements taken at 24 hours after chemical dosing in a 1536-well plate."	Tox21	https://ntp.niehs.nih.gov/whatwestudy/tox21/phases/index.html#Phase-I
ENSG00000116833		cell line	cell-based	HepG2	"ATG_TRANS2 is a cell-based, multiplexed-readout assay that uses HepG2, a human liver cell line, with measurements taken at 24 hours after chemical dosing in a 24-well plate."	Tox21	https://ntp.niehs.nih.gov/whatwestudy/tox21/phases/index.html#Phase-I
ENSG00000164749		cell line	cell-based	HepG2	"ATG_TRANS2 is a cell-based, multiplexed-readout assay that uses HepG2, a human liver cell line, with measurements taken at 24 hours after chemical dosing in a 24-well plate."	Tox21	https://ntp.niehs.nih.gov/whatwestudy/tox21/phases/index.html#Phase-I
ENSG00000175745		cell line	cell-based	HepG2	"ATG_TRANS2 is a cell-based, multiplexed-readout assay that uses HepG2, a human liver cell line, with measurements taken at 24 hours after chemical dosing in a 24-well plate."	Tox21	https://ntp.niehs.nih.gov/whatwestudy/tox21/phases/index.html#Phase-I
ENSG00000119508		cell line	cell-based	HepG2	"ATG_TRANS2 is a cell-based, multiplexed-readout assay that uses HepG2, a human liver cell line, with measurements taken at 24 hours after chemical dosing in a 24-well plate."	Tox21	https://ntp.niehs.nih.gov/whatwestudy/tox21/phases/index.html#Phase-I
ENSG00000136931		cell line	cell-based	HepG2	"ATG_TRANS2 is a cell-based, multiplexed-readout assay that uses HepG2, a human liver cell line, with measurements taken at 24 hours after chemical dosing in a 24-well plate."	Tox21	https://ntp.niehs.nih.gov/whatwestudy/tox21/phases/index.html#Phase-I
ENSG00000143257		cell line	cell-based	HepG2	"TOX21_CAR_Agonist is a cell-based, single-readout assay that uses HepG2, a human liver cell line, with measurements taken at 24 hours after chemical dosing in a 1536-well plate."	Tox21	https://ntp.niehs.nih.gov/whatwestudy/tox21/phases/index.html#Phase-I
ENSG00000160113		cell line	cell-based	HepG2	"ATG_TRANS2 is a cell-based, multiplexed-readout assay that uses HepG2, a human liver cell line, with measurements taken at 24 hours after chemical dosing in a 24-well plate."	Tox21	https://ntp.niehs.nih.gov/whatwestudy/tox21/phases/index.html#Phase-I
ENSG00000100644		cell line	cell-based	ME-180	"TOX21_HRE_BLA_Agonist is a cell-based, single-readout assay that uses ME-180, a human cervix cell line, with measurements taken at 24 hours after chemical dosing in a 1536-well plate."	Tox21	https://ntp.niehs.nih.gov/whatwestudy/tox21/phases/index.html#Phase-I
ENSG00000128271		cell line	cell-based	HepG2	"ATG_GPCR is a cell-based, multiplexed-readout assay that uses HepG2, a human liver cell line, with measurements taken at 24 hours after chemical dosing in a 24-well plate."	Tox21	https://ntp.niehs.nih.gov/whatwestudy/tox21/phases/index.html#Phase-I
ENSG00000138109		primary cell	cell-based	hepatocyte	"CLD_48hr is a cell-based, multiplexed-readout assay that uses hepatocyte, a human liver primary cell, with measurements taken at 48 hours after chemical dosing in a 96-well plate."	Tox21	https://ntp.niehs.nih.gov/whatwestudy/tox21/phases/index.html#Phase-I
ENSG00000134240		primary cell	cell-based	hepatocyte	"CLD_48hr is a cell-based, multiplexed-readout assay that uses hepatocyte, a human liver primary cell, with measurements taken at 48 hours after chemical dosing in a 96-well plate."	Tox21	https://ntp.niehs.nih.gov/whatwestudy/tox21/phases/index.html#Phase-I
ENSG00000172216		cell line	cell-based	HepG2	"ATG_CIS is a cell-based, multiplexed-readout assay that uses HepG2, a human liver cell line, with measurements taken at 24 hours after chemical dosing in a 24-well plate."	Tox21	https://ntp.niehs.nih.gov/whatwestudy/tox21/phases/index.html#Phase-I
ENSG00000134954		cell line	cell-based	HepG2	"ATG_CIS is a cell-based, multiplexed-readout assay that uses HepG2, a human liver cell line, with measurements taken at 24 hours after chemical dosing in a 24-well plate."	Tox21	https://ntp.niehs.nih.gov/whatwestudy/tox21/phases/index.html#Phase-I
ENSG00000125798		cell line	cell-based	HepG2	"ATG_CIS is a cell-based, multiplexed-readout assay that uses HepG2, a human liver cell line, with measurements taken at 24 hours after chemical dosing in a 24-well plate."	Tox21	https://ntp.niehs.nih.gov/whatwestudy/tox21/phases/index.html#Phase-I
ENSG00000125347		cell line	cell-based	HepG2	"ATG_CIS is a cell-based, multiplexed-readout assay that uses HepG2, a human liver cell line, with measurements taken at 24 hours after chemical dosing in a 24-well plate."	Tox21	https://ntp.niehs.nih.gov/whatwestudy/tox21/phases/index.html#Phase-I
ENSG00000185122		cell line	cell-based	HepG2	"ATG_CIS is a cell-based, multiplexed-readout assay that uses HepG2, a human liver cell line, with measurements taken at 24 hours after chemical dosing in a 24-well plate."	Tox21	https://ntp.niehs.nih.gov/whatwestudy/tox21/phases/index.html#Phase-I
ENSG00000196482		cell line	cell-based	HepG2	"ATG_TRANS is a cell-based, multiplexed-readout assay that uses HepG2, a human liver cell line, with measurements taken at 24 hours after chemical dosing in a 24-well plate."	Tox21	https://ntp.niehs.nih.gov/whatwestudy/tox21/phases/index.html#Phase-I
ENSG00000101076		cell line	cell-based	HepG2	"ATG_TRANS is a cell-based, multiplexed-readout assay that uses HepG2, a human liver cell line, with measurements taken at 24 hours after chemical dosing in a 24-well plate."	Tox21	https://ntp.niehs.nih.gov/whatwestudy/tox21/phases/index.html#Phase-I
ENSG00000173153		cell line	cell-based	HepG2	"ATG_TRANS is a cell-based, multiplexed-readout assay that uses HepG2, a human liver cell line, with measurements taken at 24 hours after chemical dosing in a 24-well plate."	Tox21	https://ntp.niehs.nih.gov/whatwestudy/tox21/phases/index.html#Phase-I
ENSG00000186951		cell line	cell-based	HepG2	"ATG_TRANS is a cell-based, multiplexed-readout assay that uses HepG2, a human liver cell line, with measurements taken at 24 hours after chemical dosing in a 24-well plate."	Tox21	https://ntp.niehs.nih.gov/whatwestudy/tox21/phases/index.html#Phase-I
ENSG00000112033		cell line	cell-based	HepG2	"ATG_TRANS is a cell-based, multiplexed-readout assay that uses HepG2, a human liver cell line, with measurements taken at 24 hours after chemical dosing in a 24-well plate."	Tox21	https://ntp.niehs.nih.gov/whatwestudy/tox21/phases/index.html#Phase-I
ENSG00000126351		cell line	cell-based	HepG2	"ATG_TRANS is a cell-based, multiplexed-readout assay that uses HepG2, a human liver cell line, with measurements taken at 24 hours after chemical dosing in a 24-well plate."	Tox21	https://ntp.niehs.nih.gov/whatwestudy/tox21/phases/index.html#Phase-I
ENSG00000108691		primary cell	cell-based	umbilical vein endothelium	"BSK_4H is a cell-based, multiplexed-readout assay that uses umbilical vein endothelium, a human vascular primary cell, with measurements taken at 24 hours after chemical dosing in a 96-well plate."	Tox21	https://ntp.niehs.nih.gov/whatwestudy/tox21/phases/index.html#Phase-I
ENSG00000115008		primary cell	cell-based	bronchial epithelial cells	"BSK_BE3C is a cell-based, multiplexed-readout assay that uses bronchial epithelial cell, a human lung primary cell, with measurements taken at 24 hours after chemical dosing in a 96-well plate."	Tox21	https://ntp.niehs.nih.gov/whatwestudy/tox21/phases/index.html#Phase-I
ENSG00000169245		primary cell	cell-based	bronchial epithelial cells	"BSK_BE3C is a cell-based, multiplexed-readout assay that uses bronchial epithelial cell, a human lung primary cell, with measurements taken at 24 hours after chemical dosing in a 96-well plate."	Tox21	https://ntp.niehs.nih.gov/whatwestudy/tox21/phases/index.html#Phase-I
ENSG00000106366		primary cell	cell-based	bronchial epithelial cells	"BSK_BE3C is a cell-based, multiplexed-readout assay that uses bronchial epithelial cell, a human lung primary cell, with measurements taken at 24 hours after chemical dosing in a 96-well plate."	Tox21	https://ntp.niehs.nih.gov/whatwestudy/tox21/phases/index.html#Phase-I
ENSG00000104368		primary cell	cell-based	bronchial epithelial cells	"BSK_BE3C is a cell-based, multiplexed-readout assay that uses bronchial epithelial cell, a human lung primary cell, with measurements taken at 24 hours after chemical dosing in a 96-well plate."	Tox21	https://ntp.niehs.nih.gov/whatwestudy/tox21/phases/index.html#Phase-I
ENSG00000169429		primary cell	cell-based	foreskin fibroblast	"BSK_hDFCGF is a cell-based, multiplexed-readout assay that uses foreskin fibroblast, a human skin primary cell, with measurements taken at 24 hours after chemical dosing in a 96-well plate."	Tox21	https://ntp.niehs.nih.gov/whatwestudy/tox21/phases/index.html#Phase-I
ENSG00000169245		primary cell	cell-based	foreskin fibroblast	"BSK_hDFCGF is a cell-based, multiplexed-readout assay that uses foreskin fibroblast, a human skin primary cell, with measurements taken at 24 hours after chemical dosing in a 96-well plate."	Tox21	https://ntp.niehs.nih.gov/whatwestudy/tox21/phases/index.html#Phase-I
ENSG00000197561		cell-free	biochemical		"NVS_ENZ_hElastase is a biochemical, single-readout assay that uses extracted gene-proteins from Human neutrophils in a cell-free assay. Measurements were taken 1.5 hours after chemical dosing in a 96-well plate."	Tox21	https://ntp.niehs.nih.gov/whatwestudy/tox21/phases/index.html#Phase-I
ENSG00000142627		cell-free	biochemical		"NVS_ENZ_hEphA2 is a biochemical, single-readout assay that uses extracted gene-proteins in a cell-free assay. Measurements were taken 1 hour after chemical dosing in a 384-well plate."	Tox21	https://ntp.niehs.nih.gov/whatwestudy/tox21/phases/index.html#Phase-I
ENSG00000072062		cell-free	biochemical		"NVS_ENZ_hPKA is a biochemical, single-readout assay that uses extracted gene-proteins in a cell-free assay. Measurements were taken 1 hour after chemical dosing in a 384-well plate."	Tox21	https://ntp.niehs.nih.gov/whatwestudy/tox21/phases/index.html#Phase-I
ENSG00000088179		cell-free	biochemical		"NVS_ENZ_hPTPN4 is a biochemical, single-readout assay that uses extracted gene-proteins from SF9 in a cell-free assay. Measurements were taken 1.33 hours after chemical dosing in a 384-well plate."	Tox21	https://ntp.niehs.nih.gov/whatwestudy/tox21/phases/index.html#Phase-I
ENSG00000142949		cell-free	biochemical		"NVS_ENZ_hPTPRF is a biochemical, single-readout assay that uses extracted gene-proteins in a cell-free assay. Measurements were taken 1 hour after chemical dosing in a 384-well plate."	Tox21	https://ntp.niehs.nih.gov/whatwestudy/tox21/phases/index.html#Phase-I
ENSG00000173482		cell-free	biochemical		"NVS_ENZ_hPTPRM is a biochemical, single-readout assay that uses extracted gene-proteins in a cell-free assay. Measurements were taken 1.33 hours after chemical dosing in a 384-well plate."	Tox21	https://ntp.niehs.nih.gov/whatwestudy/tox21/phases/index.html#Phase-I
ENSG00000171105		cell-free	biochemical		"NVS_ENZ_hInsR is a biochemical, single-readout assay that uses extracted gene-proteins in a cell-free assay. Measurements were taken 1 hour after chemical dosing in a 384-well plate."	Tox21	https://ntp.niehs.nih.gov/whatwestudy/tox21/phases/index.html#Phase-I
ENSG00000101017		primary cell co-culture	cell-based	umbilical vein endothelium and peripheral blood mononuclear cells	"BSK_SAg is a cell-based, multiplexed-readout assay that uses umbilical vein endothelium and peripheral blood mononuclear cells, a human vascular primary cell co-culture, with measurements taken at 24 hours after chemical dosing in a 96-well plate."	Tox21	https://ntp.niehs.nih.gov/whatwestudy/tox21/phases/index.html#Phase-I
ENSG00000169429		primary cell co-culture	cell-based	umbilical vein endothelium and peripheral blood mononuclear cells	"BSK_SAg is a cell-based, multiplexed-readout assay that uses umbilical vein endothelium and peripheral blood mononuclear cells, a human vascular primary cell co-culture, with measurements taken at 24 hours after chemical dosing in a 96-well plate."	Tox21	https://ntp.niehs.nih.gov/whatwestudy/tox21/phases/index.html#Phase-I
ENSG00000105221		cell-free	biochemical		"NVS_ENZ_hAKT2 is a biochemical, single-readout assay that uses extracted gene-proteins in a cell-free assay. Measurements were taken 1 hour after chemical dosing in a 384-well plate."	Tox21	https://ntp.niehs.nih.gov/whatwestudy/tox21/phases/index.html#Phase-I
ENSG00000096717		cell-free	biochemical		"NVS_ENZ_hSIRT1 is a biochemical, single-readout assay that uses extracted gene-proteins in a cell-free assay. Measurements were taken 1 hour after chemical dosing in a 384-well plate."	Tox21	https://ntp.niehs.nih.gov/whatwestudy/tox21/phases/index.html#Phase-I
ENSG00000089022		cell-free	biochemical		"NVS_ENZ_hMAPKAPK5 is a biochemical, single-readout assay that uses extracted gene-proteins in a cell-free assay. Measurements were taken 1 hour after chemical dosing in a 384-well plate."	Tox21	https://ntp.niehs.nih.gov/whatwestudy/tox21/phases/index.html#Phase-I
ENSG00000138061		cell-free	biochemical		"NVS_ADME_hCYP1B1 is a biochemical, single-readout assay that uses extracted gene-proteins in a cell-free assay. Measurements were taken 1 hour after chemical dosing in a 96-well plate."	Tox21	https://ntp.niehs.nih.gov/whatwestudy/tox21/phases/index.html#Phase-I
ENSG00000106144		cell-free	biochemical		"NVS_ENZ_hCASP2 is a biochemical, single-readout assay that uses extracted gene-proteins from E. coli in a cell-free assay. Measurements were taken 1 hour after chemical dosing in a 96-well plate."	Tox21	https://ntp.niehs.nih.gov/whatwestudy/tox21/phases/index.html#Phase-I
ENSG00000108242		cell-free	biochemical		"NVS_ADME_hCYP2C18 is a biochemical, single-readout assay that uses extracted gene-proteins in a cell-free assay. Measurements were taken 0.5 hour after chemical dosing in a 96-well plate."	Tox21	https://ntp.niehs.nih.gov/whatwestudy/tox21/phases/index.html#Phase-I
ENSG00000087245		cell-free	biochemical		"NVS_ENZ_hMMP2 is a biochemical, single-readout assay that uses extracted gene-proteins in a cell-free assay. Measurements were taken 1 hour after chemical dosing in a 96-well plate."	Tox21	https://ntp.niehs.nih.gov/whatwestudy/tox21/phases/index.html#Phase-I
ENSG00000130649		cell-free	biochemical		"NVS_ADME_hCYP2E1 is a biochemical, single-readout assay that uses extracted gene-proteins in a cell-free assay. Measurements were taken 0.5 hour after chemical dosing in a 96-well plate."	Tox21	https://ntp.niehs.nih.gov/whatwestudy/tox21/phases/index.html#Phase-I
ENSG00000115085		cell-free	biochemical		"NVS_ENZ_hZAP70 is a biochemical, single-readout assay that uses extracted gene-proteins in a cell-free assay. Measurements were taken 0 hour after chemical dosing in a 96-well plate."	Tox21	https://ntp.niehs.nih.gov/whatwestudy/tox21/phases/index.html#Phase-I
ENSG00000132170		cell line	cell-based	HEK293T	"OT_PPARg_PPARgSRC1_1440  is a cell-based assay that uses HEK293T, a human kidney cell line, with measurements taken at 24 hours after chemical dosing in a 384-well plate."	Tox21	https://ntp.niehs.nih.gov/whatwestudy/tox21/phases/index.html#Phase-I
ENSG00000012504		cell line	cell-based	HEK293T	"TOX21_FXR_BLA_Agonist is a cell-based, single-readout assay that uses HEK293T, a human kidney cell line, with measurements taken at 24 hours after chemical dosing in a 1536-well plate."	Tox21	https://ntp.niehs.nih.gov/whatwestudy/tox21/phases/index.html#Phase-I
ENSG00000085563		primary cell	cell-based	hepatocyte	"CLD_48hr is a cell-based, multiplexed-readout assay that uses hepatocyte, a human liver primary cell, with measurements taken at 48 hours after chemical dosing in a 96-well plate."	Tox21	https://ntp.niehs.nih.gov/whatwestudy/tox21/phases/index.html#Phase-I
ENSG00000091831		cell line	cell-based	HEK293T	"TOX21_ERa_BLA_Antagonist is a cell-based, single-readout assay that uses HEK293T, a human kidney cell line, with measurements taken at 24 hours after chemical dosing in a 1536-well plate."	Tox21	https://ntp.niehs.nih.gov/whatwestudy/tox21/phases/index.html#Phase-I
ENSG00000091831		cell line	cell-based	VM7	"TOX21_ERa_LUC_VM7_Antagonist_Specificity is a cell-based, single-readout assay that uses VM7, a human breast tissue cell line, with measurements taken at 22 hours after chemical dosing in a 1536-well plate."	Tox21	https://ntp.niehs.nih.gov/whatwestudy/tox21/phases/index.html#Phase-I
ENSG00000012504		cell-free	biochemical		"NVS_NR_hFXR_Agonist is a biochemical, single-readout assay that uses extracted gene-proteins in a cell-free assay. Measurements were taken 1 hour after chemical dosing in a 384-well plate."	Tox21	https://ntp.niehs.nih.gov/whatwestudy/tox21/phases/index.html#Phase-I
ENSG00000132170		cell line	cell-based	HEK293T	"TOX21_PPARg_BLA_Agonist is a cell-based, single-readout assay that uses HEK293T, a human kidney cell line, with measurements taken at 24 hours after chemical dosing in a 1536-well plate."	Tox21	https://ntp.niehs.nih.gov/whatwestudy/tox21/phases/index.html#Phase-I
ENSG00000160868		primary cell	cell-based	hepatocyte	"CLD_6hr is a cell-based, multiplexed-readout assay that uses hepatocyte, a human liver primary cell, with measurements taken at 6 hours after chemical dosing in a 96-well plate."	Tox21	https://ntp.niehs.nih.gov/whatwestudy/tox21/phases/index.html#Phase-I
ENSG00000134538		primary cell	cell-based	hepatocyte	"CLD_6hr is a cell-based, multiplexed-readout assay that uses hepatocyte, a human liver primary cell, with measurements taken at 6 hours after chemical dosing in a 96-well plate."	Tox21	https://ntp.niehs.nih.gov/whatwestudy/tox21/phases/index.html#Phase-I
ENSG00000197405		cell-free	biochemical		"NVS_GPCR_hC5a is a biochemical, single-readout assay that uses extracted gene-proteins from U937 in a cell-free assay. Measurements were taken 2 hours after chemical dosing in a 96-well plate."	Tox21	https://ntp.niehs.nih.gov/whatwestudy/tox21/phases/index.html#Phase-I
ENSG00000184845		cell-free	biochemical		"NVS_GPCR_hDRD1 is a biochemical, single-readout assay that uses extracted gene-proteins from HEK293 in a cell-free assay. Measurements were taken 1 hour after chemical dosing in a 96-well plate."	Tox21	https://ntp.niehs.nih.gov/whatwestudy/tox21/phases/index.html#Phase-I
ENSG00000186951		cell-free	biochemical		"NVS_NR_hPPARa is a biochemical, single-readout assay that uses extracted gene-proteins in a cell-free assay. Measurements were taken 1 hour after chemical dosing in a 384-well plate."	Tox21	https://ntp.niehs.nih.gov/whatwestudy/tox21/phases/index.html#Phase-I
ENSG00000069696		cell-free	biochemical		"NVS_GPCR_hDRD4.4 is a biochemical, single-readout assay that uses extracted gene-proteins from CHO in a cell-free assay. Measurements were taken 1 hour after chemical dosing in a 96-well plate."	Tox21	https://ntp.niehs.nih.gov/whatwestudy/tox21/phases/index.html#Phase-I
ENSG00000213903		cell-free	biochemical		"NVS_GPCR_hLTB4_BLT1 is a biochemical, single-readout assay that uses extracted gene-proteins from Human neutrophils in a cell-free assay. Measurements were taken 1 hour after chemical dosing in a 48-well plate."	Tox21	https://ntp.niehs.nih.gov/whatwestudy/tox21/phases/index.html#Phase-I
ENSG00000108576		tissue-based cell-free	biochemical		"NVS_TR_hSERT is a biochemical, single-readout assay that uses extracted gene-proteins from Human platelet membranes in a tissue-based cell-free assay. Measurements were taken 1 hour after chemical dosing in a 96-well plate."	Tox21	https://ntp.niehs.nih.gov/whatwestudy/tox21/phases/index.html#Phase-I
ENSG00000073734		primary cell	cell-based	hepatocyte	"CLD_24hr is a cell-based, multiplexed-readout assay that uses hepatocyte, a human liver primary cell, with measurements taken at 24 hours after chemical dosing in a 96-well plate."	Tox21	https://ntp.niehs.nih.gov/whatwestudy/tox21/phases/index.html#Phase-I
ENSG00000165841		primary cell	cell-based	hepatocyte	"CLD_24hr is a cell-based, multiplexed-readout assay that uses hepatocyte, a human liver primary cell, with measurements taken at 24 hours after chemical dosing in a 96-well plate."	Tox21	https://ntp.niehs.nih.gov/whatwestudy/tox21/phases/index.html#Phase-I
ENSG00000091831		cell line	cell-based	HEK293T	"OT_ER_ERaERa_1440  is a cell-based assay that uses HEK293T, a human kidney cell line, with measurements taken at 24 hours after chemical dosing in a 384-well plate."	Tox21	https://ntp.niehs.nih.gov/whatwestudy/tox21/phases/index.html#Phase-I
ENSG00000116044		cell line	cell-based	HepG2	"TOX21_ARE_BLA_Agonist is a cell-based, single-readout assay that uses HepG2, a human liver cell line, with measurements taken at 24 hours after chemical dosing in a 1536-well plate."	Tox21	https://ntp.niehs.nih.gov/whatwestudy/tox21/phases/index.html#Phase-I
ENSG00000119715		cell line	cell-based	HepG2	"ATG_TRANS2 is a cell-based, multiplexed-readout assay that uses HepG2, a human liver cell line, with measurements taken at 24 hours after chemical dosing in a 24-well plate."	Tox21	https://ntp.niehs.nih.gov/whatwestudy/tox21/phases/index.html#Phase-I
ENSG00000151623		cell line	cell-based	HepG2	"ATG_TRANS2 is a cell-based, multiplexed-readout assay that uses HepG2, a human liver cell line, with measurements taken at 24 hours after chemical dosing in a 24-well plate."	Tox21	https://ntp.niehs.nih.gov/whatwestudy/tox21/phases/index.html#Phase-I
ENSG00000148680		cell line	cell-based	HepG2	"ATG_GPCR is a cell-based, multiplexed-readout assay that uses HepG2, a human liver cell line, with measurements taken at 24 hours after chemical dosing in a 24-well plate."	Tox21	https://ntp.niehs.nih.gov/whatwestudy/tox21/phases/index.html#Phase-I
ENSG00000111640		primary cell	cell-based	hepatocyte	"CLD_48hr is a cell-based, multiplexed-readout assay that uses hepatocyte, a human liver primary cell, with measurements taken at 48 hours after chemical dosing in a 96-well plate."	Tox21	https://ntp.niehs.nih.gov/whatwestudy/tox21/phases/index.html#Phase-I
ENSG00000141510		cell line	cell-based	HepG2	"APR_HepG2_24hr is a cell-based, multiplexed-readout assay that uses HepG2, a human liver cell line, with measurements taken at 24 hours after chemical dosing in a 384-well plate."	Tox21	https://ntp.niehs.nih.gov/whatwestudy/tox21/phases/index.html#Phase-I
ENSG00000158773		cell line	cell-based	HepG2	"ATG_CIS is a cell-based, multiplexed-readout assay that uses HepG2, a human liver cell line, with measurements taken at 24 hours after chemical dosing in a 24-well plate."	Tox21	https://ntp.niehs.nih.gov/whatwestudy/tox21/phases/index.html#Phase-I
ENSG00000113580		cell line	cell-based	HepG2	"ATG_CIS is a cell-based, multiplexed-readout assay that uses HepG2, a human liver cell line, with measurements taken at 24 hours after chemical dosing in a 24-well plate."	Tox21	https://ntp.niehs.nih.gov/whatwestudy/tox21/phases/index.html#Phase-I
ENSG00000100644		cell line	cell-based	HepG2	"ATG_CIS is a cell-based, multiplexed-readout assay that uses HepG2, a human liver cell line, with measurements taken at 24 hours after chemical dosing in a 24-well plate."	Tox21	https://ntp.niehs.nih.gov/whatwestudy/tox21/phases/index.html#Phase-I
ENSG00000118513		cell line	cell-based	HepG2	"ATG_CIS is a cell-based, multiplexed-readout assay that uses HepG2, a human liver cell line, with measurements taken at 24 hours after chemical dosing in a 24-well plate."	Tox21	https://ntp.niehs.nih.gov/whatwestudy/tox21/phases/index.html#Phase-I
ENSG00000136997		cell line	cell-based	HepG2	"ATG_CIS is a cell-based, multiplexed-readout assay that uses HepG2, a human liver cell line, with measurements taken at 24 hours after chemical dosing in a 24-well plate."	Tox21	https://ntp.niehs.nih.gov/whatwestudy/tox21/phases/index.html#Phase-I
ENSG00000109320		cell line	cell-based	HepG2	"ATG_CIS is a cell-based, multiplexed-readout assay that uses HepG2, a human liver cell line, with measurements taken at 24 hours after chemical dosing in a 24-well plate."	Tox21	https://ntp.niehs.nih.gov/whatwestudy/tox21/phases/index.html#Phase-I
ENSG00000106459		cell line	cell-based	HepG2	"ATG_CIS is a cell-based, multiplexed-readout assay that uses HepG2, a human liver cell line, with measurements taken at 24 hours after chemical dosing in a 24-well plate."	Tox21	https://ntp.niehs.nih.gov/whatwestudy/tox21/phases/index.html#Phase-I
