STUDY	BIOENTITY	PROPERTY_TYPE	PROPERTY_VALUE	SEMANTIC_TAG	ANNOTATOR	ANNOTATION_DATE
Genomics England Panel App		disease	Johanson-Blizzard syndrome	http://www.orpha.net/ORDO/Orphanet_2315	Denise Carvalho-Silva, Ian Dunham, Gautier Koscielny, Naveen Aranganathan	2017-05-24 12:00:00
PheWAS Catalog		disease	Joint effusions	http://purl.obolibrary.org/obo/HP_0001386	Eliseo Papa, Asier Gonzalez	2020-04-07 12:00:00
PheWAS Catalog		disease	Joint/ligament sprain	http://www.ebi.ac.uk/efo/EFO_0009582	Eliseo Papa, Asier Gonzalez	2020-04-07 12:00:00
Genomics England Panel App		disease	JOUBERT SYNDROME	http://www.orpha.net/ORDO/Orphanet_475	Denise Carvalho-Silva, Ian Dunham, Gautier Koscielny, Naveen Aranganathan	2017-05-24 12:00:00
Genomics England Panel App		disease	Joubert syndrome 1	http://www.orpha.net/ORDO/Orphanet_475	Denise Carvalho-Silva, Ian Dunham, Gautier Koscielny, Naveen Aranganathan	2017-05-24 12:00:00
Genomics England Panel App		disease	Joubert syndrome 10	http://www.orpha.net/ORDO/Orphanet_2754	Denise Carvalho-Silva, Ian Dunham, Gautier Koscielny, Naveen Aranganathan	2017-05-24 12:00:00
Genomics England Panel App		disease	Joubert syndrome 12	http://www.orpha.net/ORDO/Orphanet_36	Denise Carvalho-Silva, Ian Dunham, Gautier Koscielny, Naveen Aranganathan	2017-05-24 12:00:00
Genomics England Panel App		disease	JOUBERT SYNDROME 14	http://www.orpha.net/ORDO/Orphanet_475	Denise Carvalho-Silva, Ian Dunham, Gautier Koscielny, Naveen Aranganathan	2017-05-24 12:00:00
Genomics England Panel App		disease	Joubert syndrome 16	http://www.orpha.net/ORDO/Orphanet_475	Denise Carvalho-Silva, Ian Dunham, Gautier Koscielny, Naveen Aranganathan	2017-05-24 12:00:00
Genomics England Panel App		disease	Joubert syndrome 17	http://www.orpha.net/ORDO/Orphanet_475	Denise Carvalho-Silva, Ian Dunham, Gautier Koscielny, Naveen Aranganathan	2017-05-24 12:00:00
Genomics England Panel App		disease	Joubert syndrome 18	http://www.orpha.net/ORDO/Orphanet_2754	Denise Carvalho-Silva, Ian Dunham, Gautier Koscielny, Naveen Aranganathan	2017-05-24 12:00:00
Genomics England Panel App		disease	Joubert syndrome 2	http://www.orpha.net/ORDO/Orphanet_2318	Denise Carvalho-Silva, Ian Dunham, Gautier Koscielny, Naveen Aranganathan	2017-05-24 12:00:00
Genomics England Panel App		disease	JOUBERT SYNDROME 2	http://www.orpha.net/ORDO/Orphanet_475	Denise Carvalho-Silva, Ian Dunham, Gautier Koscielny, Naveen Aranganathan	2017-05-24 12:00:00
Genomics England Panel App		disease	Joubert syndrome 20	http://www.orpha.net/ORDO/Orphanet_220493	Denise Carvalho-Silva, Ian Dunham, Gautier Koscielny, Naveen Aranganathan	2017-05-24 12:00:00
Genomics England Panel App		disease	Joubert syndrome 21	http://www.orpha.net/ORDO/Orphanet_475	Denise Carvalho-Silva, Ian Dunham, Gautier Koscielny, Naveen Aranganathan	2017-05-24 12:00:00
Genomics England Panel App		disease	Joubert syndrome 23	http://www.orpha.net/ORDO/Orphanet_475	Denise Carvalho-Silva, Ian Dunham, Gautier Koscielny, Naveen Aranganathan	2017-05-24 12:00:00
Genomics England Panel App		disease	Joubert syndrome 24	http://www.orpha.net/ORDO/Orphanet_475	Denise Carvalho-Silva, Ian Dunham, Gautier Koscielny, Naveen Aranganathan	2017-05-24 12:00:00
Genomics England Panel App		disease	Joubert syndrome 3	http://www.orpha.net/ORDO/Orphanet_220493	Denise Carvalho-Silva, Ian Dunham, Gautier Koscielny, Naveen Aranganathan	2017-05-24 12:00:00
Genomics England Panel App		disease	Joubert syndrome 4	http://www.orpha.net/ORDO/Orphanet_220497	Denise Carvalho-Silva, Ian Dunham, Gautier Koscielny, Naveen Aranganathan	2017-05-24 12:00:00
Genomics England Panel App		disease	Joubert syndrome 5	http://www.orpha.net/ORDO/Orphanet_475	Denise Carvalho-Silva, Ian Dunham, Gautier Koscielny, Naveen Aranganathan	2017-05-24 12:00:00
Genomics England Panel App		disease	Joubert syndrome 6	http://www.orpha.net/ORDO/Orphanet_475	Denise Carvalho-Silva, Ian Dunham, Gautier Koscielny, Naveen Aranganathan	2017-05-24 12:00:00
Genomics England Panel App		disease	Joubert syndrome 7	http://www.orpha.net/ORDO/Orphanet_475	Denise Carvalho-Silva, Ian Dunham, Gautier Koscielny, Naveen Aranganathan	2017-05-24 12:00:00
Genomics England Panel App		disease	Joubert syndrome 8	http://www.orpha.net/ORDO/Orphanet_475	Denise Carvalho-Silva, Ian Dunham, Gautier Koscielny, Naveen Aranganathan	2017-05-24 12:00:00
Genomics England Panel App		disease	Joubert syndrome 9	http://www.orpha.net/ORDO/Orphanet_475	Denise Carvalho-Silva, Ian Dunham, Gautier Koscielny, Naveen Aranganathan	2017-05-24 12:00:00
ClinVar		disease	Juvenile macular degeneration and hypotrichosis	http://www.orpha.net/ORDO/Orphanet_1573	Gautier Koscielny	2017-06-06 12:00:00
Genomics England Panel App		disease	Juvenile Polyposis Syndrome	http://www.orpha.net/ORDO/Orphanet_2929	Denise Carvalho-Silva, Ian Dunham, Gautier Koscielny, Naveen Aranganathan	2017-05-24 12:00:00
Genomics England Panel App		disease	Juvenile polyposis/hereditary hemorrhagic telangiectasia syndrome	http://www.orpha.net/ORDO/Orphanet_2929	Denise Carvalho-Silva, Ian Dunham, Gautier Koscielny, Naveen Aranganathan	2017-05-24 12:00:00
ClinVar		disease	Juvenile-onset dystonia	http://www.orpha.net/ORDO/Orphanet_79107	Gautier Koscielny	2017-06-06 12:00:00
Target safety		disease	juxtaglomerular cell hyperplasia	http://purl.obolibrary.org/obo/HP_0000111	Irene Lopez	2021-11-02 12:00:00
Genomics England Panel App		disease	Kabuki syndrome	http://www.orpha.net/ORDO/Orphanet_2322	Denise Carvalho-Silva, Ian Dunham, Gautier Koscielny, Naveen Aranganathan	2017-05-24 12:00:00
Genomics England Panel App		disease	Kabuki syndrome 1	http://www.orpha.net/ORDO/Orphanet_2322	Denise Carvalho-Silva, Ian Dunham, Gautier Koscielny, Naveen Aranganathan	2017-05-24 12:00:00
Genomics England Panel App		disease	Kabuki syndrome 2	http://www.orpha.net/ORDO/Orphanet_2322	Denise Carvalho-Silva, Ian Dunham, Gautier Koscielny, Naveen Aranganathan	2017-05-24 12:00:00
Genomics England Panel App		disease	Kahrizi syndrome.	http://www.orpha.net/ORDO/Orphanet_168972	Denise Carvalho-Silva, Ian Dunham, Gautier Koscielny, Naveen Aranganathan	2017-05-24 12:00:00
Genomics England Panel App		disease	Kallmann Syndrome	http://www.orpha.net/ORDO/Orphanet_478	Denise Carvalho-Silva, Ian Dunham, Gautier Koscielny, Naveen Aranganathan	2017-05-24 12:00:00
Genomics England Panel App		disease	Kanzaki disease	http://www.orpha.net/ORDO/Orphanet_79280	Denise Carvalho-Silva, Ian Dunham, Gautier Koscielny, Naveen Aranganathan	2017-05-24 12:00:00
Genomics England Panel App		disease	KBG syndrome	http://www.orpha.net/ORDO/Orphanet_2332	Denise Carvalho-Silva, Ian Dunham, Gautier Koscielny, Naveen Aranganathan	2017-05-24 12:00:00
Genomics England Panel App		disease	KBG syndrome, (orofacial clefting, intellectual disability, dental anomalies, dysmorphism)	http://www.orpha.net/ORDO/Orphanet_2332	Denise Carvalho-Silva, Ian Dunham, Gautier Koscielny, Naveen Aranganathan	2017-05-24 12:00:00
PheWAS Catalog		disease	Keloid scar	http://www.ebi.ac.uk/efo/EFO_0004212	Eliseo Papa, Asier Gonzalez	2020-04-07 12:00:00
ClinVar		disease	Kenny-Caffey syndrome type 1	http://www.orpha.net/ORDO/Orphanet_2333	Gautier Koscielny	2017-06-06 12:00:00
PheWAS Catalog		disease	Keratitis	http://www.ebi.ac.uk/efo/EFO_0009449	Eliseo Papa, Asier Gonzalez	2020-04-07 12:00:00
PheWAS Catalog		disease	Keratitis, infectious	http://www.ebi.ac.uk/efo/EFO_0009449	Eliseo Papa, Asier Gonzalez	2020-04-07 12:00:00
Genomics England Panel App		disease	Keratitis-ichthyosis-deafness syndrome	http://www.orpha.net/ORDO/Orphanet_477	Denise Carvalho-Silva, Ian Dunham, Gautier Koscielny, Naveen Aranganathan	2017-05-24 12:00:00
ClinVar		disease	Keratitis-ichthyosis-deafness syndrome, autosomal dominant	http://www.orpha.net/ORDO/Orphanet_477	Gautier Koscielny	2017-06-06 12:00:00
CTTV-indication		disease	Keratoconjunctivitis	http://purl.obolibrary.org/obo/HP_0001096	Sirarat Sarntivijai	2015-03-24 12:00:00
PheWAS Catalog		disease	Keratoconjunctivitis sicca	http://www.ebi.ac.uk/efo/EFO_1001001	Eliseo Papa, Asier Gonzalez	2020-04-07 12:00:00
PheWAS Catalog		disease	Keratoconjunctivitis, noninfectious	http://purl.obolibrary.org/obo/HP_0001096	Eliseo Papa, Asier Gonzalez	2020-04-07 12:00:00
Genomics England Panel App		disease	Keratoconus 1	http://www.orpha.net/ORDO/Orphanet_156071	Denise Carvalho-Silva, Ian Dunham, Gautier Koscielny, Naveen Aranganathan	2017-05-24 12:00:00
PheWAS Catalog		disease	Keratoderma, acquired	http://www.ebi.ac.uk/efo/EFO_1000720	Eliseo Papa, Asier Gonzalez	2020-04-07 12:00:00
ClinVar		disease	Keratosis linearis with ichthyosis congenita and sclerosing keratoderma	http://www.orpha.net/ORDO/Orphanet_281201	Gautier Koscielny	2017-06-06 12:00:00
ClinVar		disease	Keratosis palmoplantaris papulosa	http://www.orpha.net/ORDO/Orphanet_79501	Gautier Koscielny	2017-06-06 12:00:00
Genomics England Panel App		disease	Keratosis palmoplantaris striata II	http://www.orpha.net/ORDO/Orphanet_50942	Denise Carvalho-Silva, Ian Dunham, Gautier Koscielny, Naveen Aranganathan	2017-05-24 12:00:00
ClinVar		disease	Keratosis pilaris	http://www.orpha.net/ORDO/Orphanet_3406	Gautier Koscielny	2017-06-06 12:00:00
ClinVar		disease	Keratosis pilaris decalvans	http://www.orpha.net/ORDO/Orphanet_2340	Gautier Koscielny	2017-06-06 12:00:00
Genomics England Panel App		disease	Keutel syndrome	http://www.orpha.net/ORDO/Orphanet_85202	Denise Carvalho-Silva, Ian Dunham, Gautier Koscielny, Naveen Aranganathan	2017-05-24 12:00:00
PheWAS Catalog		disease	Kidney replaced by transpant	http://www.ebi.ac.uk/efo/EFO_0010134	Eliseo Papa, Asier Gonzalez	2020-04-07 12:00:00
Genomics England Panel App		disease	Kindler syndrome	http://www.orpha.net/ORDO/Orphanet_2908	Denise Carvalho-Silva, Ian Dunham, Gautier Koscielny, Naveen Aranganathan	2017-05-24 12:00:00
ClinVar		disease	Klein-Waardenberg's syndrome	http://www.orpha.net/ORDO/Orphanet_3440	Gautier Koscielny	2017-06-06 12:00:00
ClinVar		disease	Klippel-Feil syndrome 1, autosomal dominant	http://www.orpha.net/ORDO/Orphanet_2345	Gautier Koscielny	2017-06-06 12:00:00
Genomics England Panel App		disease	Klippel-Feil syndrome 2	http://www.orpha.net/ORDO/Orphanet_2345	Denise Carvalho-Silva, Ian Dunham, Gautier Koscielny, Naveen Aranganathan	2017-05-24 12:00:00
ClinVar		disease	Klippel-Feil syndrome 3, autosomal dominant	http://www.orpha.net/ORDO/Orphanet_2345	Gautier Koscielny	2017-06-06 12:00:00
ClinVar		disease	Klippel-feil syndrome 4, autosomal recessive, with nemaline myopathy and facial dysmorphism	http://www.orpha.net/ORDO/Orphanet_447974	Gautier Koscielny	2017-06-06 12:00:00
Genomics England Panel App		disease	Kniest dysplasia	http://www.orpha.net/ORDO/Orphanet_485	Denise Carvalho-Silva, Ian Dunham, Gautier Koscielny, Naveen Aranganathan	2017-05-24 12:00:00
Genomics England Panel App		disease	Knobloch syndrome	http://www.orpha.net/ORDO/Orphanet_1571	Denise Carvalho-Silva, Ian Dunham, Gautier Koscielny, Naveen Aranganathan	2017-05-24 12:00:00
PheWAS Catalog		disease	Known or suspected fetal abnormality affecting management of mother	http://purl.obolibrary.org/obo/MONDO_0000839	Eliseo Papa, Asier Gonzalez	2020-04-07 12:00:00
ClinVar		disease	Kohlschutter's syndrome	http://www.orpha.net/ORDO/Orphanet_1946	Gautier Koscielny	2017-06-06 12:00:00
Genomics England Panel App		disease	Kohlschutter-Tonz syndrome	http://www.orpha.net/ORDO/Orphanet_1946	Denise Carvalho-Silva, Ian Dunham, Gautier Koscielny, Naveen Aranganathan	2017-05-24 12:00:00
Genomics England Panel App		disease	Koolen-De Vries syndrome	http://www.orpha.net/ORDO/Orphanet_96169	Denise Carvalho-Silva, Ian Dunham, Gautier Koscielny, Naveen Aranganathan	2017-05-24 12:00:00
ClinVar		disease	Krabbe disease atypical due to Saposin A deficiency	http://www.orpha.net/ORDO/Orphanet_487	Gautier Koscielny	2017-06-06 12:00:00
PheWAS Catalog		disease	Kyphoscoliosis and scoliosis	http://www.ebi.ac.uk/efo/EFO_0004273	Eliseo Papa, Asier Gonzalez	2020-04-07 12:00:00
PheWAS Catalog		disease	Kyphoscoliosis and scoliosis	http://purl.obolibrary.org/obo/HP_0002751	Eliseo Papa, Asier Gonzalez	2020-04-07 12:00:00
PheWAS Catalog		disease	Kyphosis (acquired)	http://purl.obolibrary.org/obo/HP_0002808	Eliseo Papa, Asier Gonzalez	2020-04-07 12:00:00
Genomics England Panel App		disease	L-2-hydroxyglutaric aciduria	http://www.orpha.net/ORDO/Orphanet_79314	Denise Carvalho-Silva, Ian Dunham, Gautier Koscielny, Naveen Aranganathan	2017-05-24 12:00:00
Genomics England Panel App		disease	L2-Hydroxyglutaric aciduria	http://www.orpha.net/ORDO/Orphanet_79314	Denise Carvalho-Silva, Ian Dunham, Gautier Koscielny, Naveen Aranganathan	2017-05-24 12:00:00
PheWAS Catalog		disease	Labyrinthitis	http://www.ebi.ac.uk/efo/EFO_0009604	Eliseo Papa, Asier Gonzalez	2020-04-07 12:00:00
PheWAS Catalog		disease	Lack of coordination	http://purl.obolibrary.org/obo/HP_0002370	Eliseo Papa, Asier Gonzalez	2020-04-07 12:00:00
PheWAS Catalog		disease	Lack of normal physiological development	http://purl.obolibrary.org/obo/MONDO_0021147	Eliseo Papa, Asier Gonzalez	2020-04-07 12:00:00
ClinVar		disease	Lacrimal duct defect	http://www.orpha.net/ORDO/Orphanet_451612	Gautier Koscielny	2017-06-06 12:00:00
Target safety		disease	lacrimation	http://purl.obolibrary.org/obo/HP_0000632	Irene Lopez	2021-11-02 12:00:00
Genomics England Panel App		disease	Lactase deficiency, congenital	http://www.orpha.net/ORDO/Orphanet_53690	Denise Carvalho-Silva, Ian Dunham, Gautier Koscielny, Naveen Aranganathan	2017-05-24 12:00:00
ClinVar		disease	Lamb-shaffer syndrome	http://www.orpha.net/ORDO/Orphanet_313884	Gautier Koscielny	2017-06-06 12:00:00
ClinVar		disease	Lamb-shaffer syndrome	http://www.orpha.net/ORDO/Orphanet_313892	Gautier Koscielny	2017-06-06 12:00:00
Genomics England Panel App		disease	Langer mesomelic dysplasia	http://www.orpha.net/ORDO/Orphanet_2632	Denise Carvalho-Silva, Ian Dunham, Gautier Koscielny, Naveen Aranganathan	2017-05-24 12:00:00
PheWAS Catalog		disease	Large cell lymphoma	http://www.ebi.ac.uk/efo/EFO_0003032	Eliseo Papa, Asier Gonzalez	2020-04-07 12:00:00
Genomics England Panel App		disease	Larsen syndrome	http://www.orpha.net/ORDO/Orphanet_503	Denise Carvalho-Silva, Ian Dunham, Gautier Koscielny, Naveen Aranganathan	2017-05-24 12:00:00
ClinVar		disease	Laryngoonychocutaneous syndrome	http://www.orpha.net/ORDO/Orphanet_2407	Gautier Koscielny	2017-06-06 12:00:00
PheWAS Catalog		disease	Late effects of cerebrovascular disease	http://www.ebi.ac.uk/efo/EFO_0003763	Eliseo Papa, Asier Gonzalez	2020-04-07 12:00:00
Genomics England Panel App		disease	Lathosterolosis	http://www.orpha.net/ORDO/Orphanet_46059	Denise Carvalho-Silva, Ian Dunham, Gautier Koscielny, Naveen Aranganathan	2017-05-24 12:00:00
ClinVar		disease	Lattice corneal dystrophy type 3A	http://www.orpha.net/ORDO/Orphanet_98964	Gautier Koscielny	2017-06-06 12:00:00
ClinVar		disease	Lattice corneal dystrophy Type III	http://www.orpha.net/ORDO/Orphanet_98957	Gautier Koscielny	2017-06-06 12:00:00
Genomics England Panel App		disease	Laurin-Sandrow syndrome	http://www.orpha.net/ORDO/Orphanet_2378	Denise Carvalho-Silva, Ian Dunham, Gautier Koscielny, Naveen Aranganathan	2017-05-24 12:00:00
Genomics England Panel App		disease	Leber congenital amaurosis	http://www.orpha.net/ORDO/Orphanet_65	Denise Carvalho-Silva, Ian Dunham, Gautier Koscielny, Naveen Aranganathan	2017-05-24 12:00:00
Genomics England Panel App		disease	Leber congenital amaurosis 1	http://www.orpha.net/ORDO/Orphanet_65	Denise Carvalho-Silva, Ian Dunham, Gautier Koscielny, Naveen Aranganathan	2017-05-24 12:00:00
Genomics England Panel App		disease	Leber congenital amaurosis 10	http://www.orpha.net/ORDO/Orphanet_65	Denise Carvalho-Silva, Ian Dunham, Gautier Koscielny, Naveen Aranganathan	2017-05-24 12:00:00
Genomics England Panel App		disease	Leber congenital amaurosis 11	http://www.orpha.net/ORDO/Orphanet_65	Denise Carvalho-Silva, Ian Dunham, Gautier Koscielny, Naveen Aranganathan	2017-05-24 12:00:00
Genomics England Panel App		disease	Leber congenital amaurosis 12	http://www.orpha.net/ORDO/Orphanet_65	Denise Carvalho-Silva, Ian Dunham, Gautier Koscielny, Naveen Aranganathan	2017-05-24 12:00:00
Genomics England Panel App		disease	Leber congenital amaurosis 13	http://www.orpha.net/ORDO/Orphanet_65	Denise Carvalho-Silva, Ian Dunham, Gautier Koscielny, Naveen Aranganathan	2017-05-24 12:00:00
Genomics England Panel App		disease	Leber congenital amaurosis 16	http://www.orpha.net/ORDO/Orphanet_65	Denise Carvalho-Silva, Ian Dunham, Gautier Koscielny, Naveen Aranganathan	2017-05-24 12:00:00
Genomics England Panel App		disease	Leber congenital amaurosis 2	http://www.orpha.net/ORDO/Orphanet_65	Denise Carvalho-Silva, Ian Dunham, Gautier Koscielny, Naveen Aranganathan	2017-05-24 12:00:00
Genomics England Panel App		disease	Leber congenital amaurosis 3	http://www.orpha.net/ORDO/Orphanet_65	Denise Carvalho-Silva, Ian Dunham, Gautier Koscielny, Naveen Aranganathan	2017-05-24 12:00:00
Genomics England Panel App		disease	Leber congenital amaurosis 4	http://www.orpha.net/ORDO/Orphanet_65	Denise Carvalho-Silva, Ian Dunham, Gautier Koscielny, Naveen Aranganathan	2017-05-24 12:00:00
Genomics England Panel App		disease	Leber congenital amaurosis 5	http://www.orpha.net/ORDO/Orphanet_65	Denise Carvalho-Silva, Ian Dunham, Gautier Koscielny, Naveen Aranganathan	2017-05-24 12:00:00
Genomics England Panel App		disease	Leber congenital amaurosis 6	http://www.orpha.net/ORDO/Orphanet_65	Denise Carvalho-Silva, Ian Dunham, Gautier Koscielny, Naveen Aranganathan	2017-05-24 12:00:00
Genomics England Panel App		disease	Leber congenital amaurosis 7	http://www.orpha.net/ORDO/Orphanet_65	Denise Carvalho-Silva, Ian Dunham, Gautier Koscielny, Naveen Aranganathan	2017-05-24 12:00:00
Genomics England Panel App		disease	Leber congenital amaurosis 9	http://www.orpha.net/ORDO/Orphanet_65	Denise Carvalho-Silva, Ian Dunham, Gautier Koscielny, Naveen Aranganathan	2017-05-24 12:00:00
ClinVar		disease	Leber hereditary optic neuropathy with dystonia	http://www.orpha.net/ORDO/Orphanet_99718	Gautier Koscielny	2017-06-06 12:00:00
Genomics England Panel App		disease	LEBER OPTIC ATROPHY	http://www.orpha.net/ORDO/Orphanet_104	Denise Carvalho-Silva, Ian Dunham, Gautier Koscielny, Naveen Aranganathan	2017-05-24 12:00:00
PheWAS Catalog		disease	Left bundle branch block	http://purl.obolibrary.org/obo/HP_0011713	Eliseo Papa, Asier Gonzalez	2020-04-07 12:00:00
Target safety		disease	left ventricular hypertrophy	http://www.ebi.ac.uk/efo/EFO_0003896	Irene Lopez	2021-11-02 12:00:00
Genomics England Panel App		disease	Left ventricular noncompaction 10	http://www.orpha.net/ORDO/Orphanet_54260	Denise Carvalho-Silva, Ian Dunham, Gautier Koscielny, Naveen Aranganathan	2017-05-24 12:00:00
Genomics England Panel App		disease	Left ventricular noncompaction 4	http://www.orpha.net/ORDO/Orphanet_54260	Denise Carvalho-Silva, Ian Dunham, Gautier Koscielny, Naveen Aranganathan	2017-05-24 12:00:00
Genomics England Panel App		disease	Left ventricular noncompaction 5	http://www.orpha.net/ORDO/Orphanet_54260	Denise Carvalho-Silva, Ian Dunham, Gautier Koscielny, Naveen Aranganathan	2017-05-24 12:00:00
Genomics England Panel App		disease	Left ventricular noncompaction 6	http://www.orpha.net/ORDO/Orphanet_54260	Denise Carvalho-Silva, Ian Dunham, Gautier Koscielny, Naveen Aranganathan	2017-05-24 12:00:00
Genomics England Panel App		disease	Left ventricular noncompaction 9	http://www.orpha.net/ORDO/Orphanet_54260	Denise Carvalho-Silva, Ian Dunham, Gautier Koscielny, Naveen Aranganathan	2017-05-24 12:00:00
Genomics England Panel App		disease	Legg-Calve-Perthes disease	http://www.orpha.net/ORDO/Orphanet_2380	Denise Carvalho-Silva, Ian Dunham, Gautier Koscielny, Naveen Aranganathan	2017-05-24 12:00:00
Genomics England Panel App		disease	Legius syndrome	http://www.orpha.net/ORDO/Orphanet_137605	Denise Carvalho-Silva, Ian Dunham, Gautier Koscielny, Naveen Aranganathan	2017-05-24 12:00:00
Genomics England Panel App		disease	Leigh syndrome	http://www.orpha.net/ORDO/Orphanet_506	Denise Carvalho-Silva, Ian Dunham, Gautier Koscielny, Naveen Aranganathan	2017-05-24 12:00:00
Genomics England Panel App		disease	LEIGH SYNDROME DUE TO MITOCHONDRIAL COMPLEX I DEFICIENCY	http://www.orpha.net/ORDO/Orphanet_506	Denise Carvalho-Silva, Ian Dunham, Gautier Koscielny, Naveen Aranganathan	2017-05-24 12:00:00
Genomics England Panel App		disease	Leigh syndrome due to mitochondrial complex I deficiency	http://www.orpha.net/ORDO/Orphanet_70474	Denise Carvalho-Silva, Ian Dunham, Gautier Koscielny, Naveen Aranganathan	2017-05-24 12:00:00
Genomics England Panel App		disease	Leigh syndrome due to mitochondrial complex I deficiency, Mitochondrial complex I deficiency	http://www.orpha.net/ORDO/Orphanet_255210	Denise Carvalho-Silva, Ian Dunham, Gautier Koscielny, Naveen Aranganathan	2017-05-24 12:00:00
Genomics England Panel App		disease	Leigh syndrome, French-Canadian type	http://www.orpha.net/ORDO/Orphanet_70472	Denise Carvalho-Silva, Ian Dunham, Gautier Koscielny, Naveen Aranganathan	2017-05-24 12:00:00
ClinVar		disease	Lenz microphthalmia syndrome	http://www.orpha.net/ORDO/Orphanet_568	Gautier Koscielny	2017-06-06 12:00:00
ClinVar		disease	Lenz-Majewski hyperostosis syndrome	http://www.orpha.net/ORDO/Orphanet_2658	Gautier Koscielny	2017-06-06 12:00:00
Genomics England Panel App		disease	Lenz-Majewski hyperostotic dwarfism	http://www.orpha.net/ORDO/Orphanet_2658	Denise Carvalho-Silva, Ian Dunham, Gautier Koscielny, Naveen Aranganathan	2017-05-24 12:00:00
Genomics England Panel App		disease	LEOPARD Syndrome	http://www.orpha.net/ORDO/Orphanet_500	Denise Carvalho-Silva, Ian Dunham, Gautier Koscielny, Naveen Aranganathan	2017-05-24 12:00:00
Genomics England Panel App		disease	LEOPARD syndrome 1	http://www.orpha.net/ORDO/Orphanet_500	Denise Carvalho-Silva, Ian Dunham, Gautier Koscielny, Naveen Aranganathan	2017-05-24 12:00:00
Genomics England Panel App		disease	LEOPARD syndrome 2	http://www.orpha.net/ORDO/Orphanet_500	Denise Carvalho-Silva, Ian Dunham, Gautier Koscielny, Naveen Aranganathan	2017-05-24 12:00:00
Genomics England Panel App		disease	LEOPARD syndrome 3	http://www.orpha.net/ORDO/Orphanet_500	Denise Carvalho-Silva, Ian Dunham, Gautier Koscielny, Naveen Aranganathan	2017-05-24 12:00:00
Genomics England Panel App		disease	Leprechaunism	http://www.orpha.net/ORDO/Orphanet_508	Denise Carvalho-Silva, Ian Dunham, Gautier Koscielny, Naveen Aranganathan	2017-05-24 12:00:00
ClinVar		disease	Leptin deficiency or dysfunction	http://www.orpha.net/ORDO/Orphanet_66628	Gautier Koscielny	2017-06-06 12:00:00
ClinVar		disease	Leptin receptor deficiency	http://www.orpha.net/ORDO/Orphanet_179494	Gautier Koscielny	2017-06-06 12:00:00
Genomics England Panel App		disease	Leri-Weill dyschondrosteosis	http://www.orpha.net/ORDO/Orphanet_240	Denise Carvalho-Silva, Ian Dunham, Gautier Koscielny, Naveen Aranganathan	2017-05-24 12:00:00
PheWAS Catalog		disease	Lesions of stomach and duodenum	http://www.ebi.ac.uk/efo/EFO_0009454	Eliseo Papa, Asier Gonzalez	2020-04-07 12:00:00
PheWAS Catalog		disease	Lesions of stomach and duodenum	http://purl.obolibrary.org/obo/MONDO_0002866	Eliseo Papa, Asier Gonzalez	2020-04-07 12:00:00
Genomics England Panel App		disease	lethal acantholytic epidermolysis bullosa	http://www.orpha.net/ORDO/Orphanet_158687	Denise Carvalho-Silva, Ian Dunham, Gautier Koscielny, Naveen Aranganathan	2017-05-24 12:00:00
ClinVar		disease	Lethal arthrogryposis with anterior horn cell disease	http://www.orpha.net/ORDO/Orphanet_53696	Gautier Koscielny	2017-06-06 12:00:00
Genomics England Panel App		disease	Lethal congenital contracture syndrome 1	http://www.orpha.net/ORDO/Orphanet_1486	Denise Carvalho-Silva, Ian Dunham, Gautier Koscielny, Naveen Aranganathan	2017-05-24 12:00:00
Genomics England Panel App		disease	Lethal congenital contracture syndrome 11	http://www.orpha.net/ORDO/Orphanet_294965	Denise Carvalho-Silva, Ian Dunham, Gautier Koscielny, Naveen Aranganathan	2017-05-24 12:00:00
Genomics England Panel App		disease	Lethal congenital contracture syndrome 4	http://www.orpha.net/ORDO/Orphanet_294965	Denise Carvalho-Silva, Ian Dunham, Gautier Koscielny, Naveen Aranganathan	2017-05-24 12:00:00
Genomics England Panel App		disease	Lethal congenital contracture syndrome 5	http://www.orpha.net/ORDO/Orphanet_363409	Denise Carvalho-Silva, Ian Dunham, Gautier Koscielny, Naveen Aranganathan	2017-05-24 12:00:00
Genomics England Panel App		disease	Lethal congenital contracture syndrome 7	http://www.orpha.net/ORDO/Orphanet_294965	Denise Carvalho-Silva, Ian Dunham, Gautier Koscielny, Naveen Aranganathan	2017-05-24 12:00:00
Genomics England Panel App		disease	Lethal congenital contracture syndrome 9	http://www.orpha.net/ORDO/Orphanet_294965	Denise Carvalho-Silva, Ian Dunham, Gautier Koscielny, Naveen Aranganathan	2017-05-24 12:00:00
ClinVar		disease	Lethal Kniest-like syndrome	http://www.orpha.net/ORDO/Orphanet_1865	Gautier Koscielny	2017-06-06 12:00:00
PheWAS Catalog		disease	Leukemia	http://www.ebi.ac.uk/efo/EFO_0000565	Eliseo Papa, Asier Gonzalez	2020-04-07 12:00:00
Genomics England Panel App		disease	Leukemia, acute lymphoblastic	http://www.ebi.ac.uk/efo/EFO_0000220	Denise Carvalho-Silva, Ian Dunham, Gautier Koscielny, Naveen Aranganathan	2017-05-24 12:00:00
Genomics England Panel App		disease	Leukemia, acute myeloid	http://www.ebi.ac.uk/efo/EFO_0000222	Denise Carvalho-Silva, Ian Dunham, Gautier Koscielny, Naveen Aranganathan	2017-05-24 12:00:00
Genomics England Panel App		disease	Leukemia, acute myeloid,  (1)	http://www.ebi.ac.uk/efo/EFO_0000222	Denise Carvalho-Silva, Ian Dunham, Gautier Koscielny, Naveen Aranganathan	2017-05-24 12:00:00
