Phewas_string	EFO_id	EFO_label
Encounter for long-term (current) use of anticoagulants, antithrombotics, aspirin	http://purl.obolibrary.org/obo/GO_0061478	response to platelet aggregation inhibitor
Encounter for long-term (current) use of anticoagulants, antithrombotics, aspirin	http://purl.obolibrary.org/obo/GO_1903492	response to aspirin
Encounter for long-term (current) use of antiplatelets/antithrombotics	http://purl.obolibrary.org/obo/GO_0061476	response to anticoagulant
Encounter for long-term (current) use of antiplatelets/antithrombotics	http://purl.obolibrary.org/obo/GO_0061478	response to platelet aggregation inhibitor
Encounter for long-term (current) use of aspirin	http://purl.obolibrary.org/obo/GO_1903492	response to aspirin
End stage renal disease	http://www.ebi.ac.uk/efo/EFO_0009909	stage 5 chronic kidney disease
Endocarditis	http://www.ebi.ac.uk/efo/EFO_0000465	endocarditis
Endometrial hyperplasia	http://purl.obolibrary.org/obo/MONDO_0041161	endometrial hyperplasia 
Endometriosis	http://www.ebi.ac.uk/efo/EFO_0001065	endometriosis
Enthesopathy	http://www.ebi.ac.uk/efo/EFO_0009666	enthesopathy
Eosinophilia	http://purl.obolibrary.org/obo/HP_0001880	Eosinophilia
Epilepsy	http://www.ebi.ac.uk/efo/EFO_0000474	epilepsy
Epilepsy, recurrent seizures, convulsions	http://www.ebi.ac.uk/efo/EFO_0000474	epilepsy
Epilepsy, recurrent seizures, convulsions	http://purl.obolibrary.org/obo/HP_0001250	Seizures
Epiphora	http://purl.obolibrary.org/obo/HP_0009926	Epiphora
Epistaxis or throat hemorrage	http://www.ebi.ac.uk/efo/EFO_0003895	epistaxis
Epistaxis or throat hemorrage	http://purl.obolibrary.org/obo/MP_0001914	hemorrhage
Erectile dysfunction [ED]	http://www.ebi.ac.uk/efo/EFO_0004234	erectile dysfunction
Erythematosquamous dermatosis	http://www.ebi.ac.uk/efo/EFO_1000695	erythematosquamous dermatosis
Erythematous conditions	http://purl.obolibrary.org/obo/HP_0010783	Erythema
Esophageal atresia/tracheoesophageal fistula	http://purl.obolibrary.org/obo/HP_0002032	Esophageal atresia
Esophageal atresia/tracheoesophageal fistula	http://purl.obolibrary.org/obo/HP_0002575	Tracheoesophageal fistula
Esophageal bleeding (varices/hemorrhage)	http://www.ebi.ac.uk/efo/EFO_0009545	esophageal varices
Esophageal bleeding (varices/hemorrhage)	http://purl.obolibrary.org/obo/MP_0001914	hemorrhage
Esophagitis, GERD and related diseases	http://purl.obolibrary.org/obo/HP_0100633	Esophagitis
Esophagitis, GERD and related diseases	http://www.ebi.ac.uk/efo/EFO_0003948	gastroesophageal reflux disease
Essential hypertension	http://www.ebi.ac.uk/efo/EFO_1002032	primary hypertension
Essential tremor	http://www.ebi.ac.uk/efo/EFO_0003108	essential tremor
Eustachian tube disorders	http://www.ebi.ac.uk/efo/EFO_0009667	eustachian tube disease
Excessive or frequent menstruation	http://purl.obolibrary.org/obo/HP_0000132	Menorrhagia
Excessive or frequent menstruation	http://purl.obolibrary.org/obo/HP_0400007	Polymenorrhea
Exophthalmos	http://purl.obolibrary.org/obo/HP_0000520	Proptosis
Exostosis of jaw	http://purl.obolibrary.org/obo/MONDO_0002181	exostosis
Extrapyramidal disease and abnormal movement disorders	http://www.ebi.ac.uk/efo/EFO_0004280	movement disorder
Extrinsic allergic alveolitis	http://www.ebi.ac.uk/efo/EFO_1001321	extrinsic allergic alveolitis
Eye infection, viral	http://purl.obolibrary.org/obo/MONDO_0020950	Viral eye infection
Facial nerve disorders [CN7]	http://www.ebi.ac.uk/efo/EFO_1002051	facial nerve disease
Failure to thrive	http://purl.obolibrary.org/obo/HP_0001508	failure to thrive
Fasciitis	http://purl.obolibrary.org/obo/HP_0100537	Fasciitis
Femoral hernia	http://www.ebi.ac.uk/efo/EFO_1001791	femoral hernia
Fever of unknown origin	http://www.ebi.ac.uk/efo/EFO_0003952	fever of unknown origin
Fibroadenosis of breast	http://www.ebi.ac.uk/efo/EFO_0003014	breast fibrocystic disease
First degree AV block	http://purl.obolibrary.org/obo/HP_0011705	First degree atrioventricular block
Flat foot	http://www.ebi.ac.uk/efo/EFO_0003874	flatfoot
Fluid overload	http://purl.obolibrary.org/obo/HP_0011105	Hypervolemia
Fracture of ankle and foot	http://www.ebi.ac.uk/efo/EFO_0009615	ankle fracture
Fracture of ankle and foot	http://www.ebi.ac.uk/efo/EFO_0009618	foot fracture
Fracture of clavicle or scapula	http://www.ebi.ac.uk/efo/EFO_0009614	clavicle fracture
Fracture of clavicle or scapula	http://www.ebi.ac.uk/efo/EFO_0009621	Shoulder fracture
Fracture of foot	http://www.ebi.ac.uk/efo/EFO_0009618	foot fracture
Fracture of hand or wrist	http://www.ebi.ac.uk/efo/EFO_0009515	wrist fracture
Fracture of hand or wrist	http://purl.obolibrary.org/obo/HP_0004277	Fractured hand bones
Fracture of humerus	http://www.ebi.ac.uk/efo/EFO_0003943	humerus fracture
Fracture of lower limb	http://www.ebi.ac.uk/efo/EFO_0009512	lower extremity fracture 
Fracture of neck of femur	http://www.ebi.ac.uk/efo/EFO_1001792	femoral neck fracture
Fracture of patella	http://www.ebi.ac.uk/efo/EFO_0009617	knee fracture
Fracture of pelvis	http://www.ebi.ac.uk/efo/EFO_0009622	fracture of pelvis
Fracture of radius and ulna	http://www.ebi.ac.uk/efo/EFO_0003957	radius fracture
Fracture of radius and ulna	http://www.ebi.ac.uk/efo/EFO_0003950	ulna fracture
Fracture of ribs	http://www.ebi.ac.uk/efo/EFO_0009620	rib fracture
Fracture of tibia and fibula	http://www.ebi.ac.uk/efo/EFO_0003944	tibia fracture
Fracture of tibia and fibula	http://www.ebi.ac.uk/efo/EFO_0009613	fibula fracture
Fracture of unspecified bones	http://www.ebi.ac.uk/efo/EFO_0003931	bone fracture
Fracture of unspecified part of femur	http://www.ebi.ac.uk/efo/EFO_0008553	femur fracture
Fracture of upper limb	http://www.ebi.ac.uk/efo/EFO_0009514	upper extremity fracture
Fracture of vertebral column without mention of spinal cord injury	http://www.ebi.ac.uk/efo/EFO_0003902	spinal fracture
Frequency of urination and polyuria	http://purl.obolibrary.org/obo/HP_0000103	polyuria
Fuchs' dystrophy	http://www.orpha.net/ORDO/Orphanet_98974	Fuchs endothelial corneal dystrophy
Functional digestive disorders	http://www.ebi.ac.uk/efo/EFO_0000405	digestive system disease
Functional disorders of bladder	http://www.ebi.ac.uk/efo/EFO_1000018	bladder disease
Gangrene	http://www.ebi.ac.uk/efo/EFO_0008574	gangrene
Gastric ulcer	http://purl.obolibrary.org/obo/HP_0002592	Gastric ulcer
Gastritis and duodenitis	http://www.ebi.ac.uk/efo/EFO_0000217	gastritis
Gastritis and duodenitis	http://purl.obolibrary.org/obo/MONDO_0004627	duodenitis
Gastritis and duodenitis, NOS	http://www.ebi.ac.uk/efo/EFO_0000217	gastritis
Gastritis and duodenitis, NOS	http://purl.obolibrary.org/obo/MONDO_0004627	duodenitis
Gastrointestinal complications	http://www.ebi.ac.uk/efo/EFO_0010282	gastrointestinal disease
Gastrointestinal hemorrhage	http://purl.obolibrary.org/obo/HP_0002239	gastrointestinal hemorrhage
Gastrointestinal malfunction arising from mental factors	http://www.ebi.ac.uk/efo/EFO_0010282	gastrointestinal disease
Gastrointestinal malfunction arising from mental factors	http://purl.obolibrary.org/obo/MONDO_0002025	psychiatric disorder
Gastroparesis	http://www.ebi.ac.uk/efo/EFO_1000948	gastroparesis
Generalized anxiety disorder	http://www.ebi.ac.uk/efo/EFO_1001892	generalized anxiety disorder
Generalized convulsive epilepsy	http://www.ebi.ac.uk/efo/EFO_0005917	generalised epilepsy
Genital prolapse	http://www.ebi.ac.uk/efo/EFO_0004710	pelvic organ prolapse
Genitourinary congenital anomalies	http://www.ebi.ac.uk/efo/EFO_0009663	disease of genitourinary system
Genu valgum or varum (acquired)	http://purl.obolibrary.org/obo/HP_0002857	Genu valgum
Genu valgum or varum (acquired)	http://purl.obolibrary.org/obo/HP_0002970	Genu varum
GERD	http://www.ebi.ac.uk/efo/EFO_0003948	gastroesophageal reflux disease
Giant cell arteritis	 http://www.ebi.ac.uk/efo/EFO_0009011	Arteritis
Gingival and periodontal diseases	http://www.ebi.ac.uk/efo/EFO_0009670	gingival disease
Gingival and periodontal diseases	http://purl.obolibrary.org/obo/MONDO_0002635	periodontal disease
Gingivitis	http://purl.obolibrary.org/obo/HP_0000230	Gingivitis
Glaucoma	http://www.ebi.ac.uk/efo/EFO_0000516	glaucoma
Glomerulonephritis	http://purl.obolibrary.org/obo/HP_0000099	Glomerulonephritis
Glossitis	http://www.ebi.ac.uk/efo/EFO_1000951	glossitis
Glossodynia	http://purl.obolibrary.org/obo/MONDO_0043237	glossodynia
Glycosuria or Acetonuria	http://purl.obolibrary.org/obo/HP_0003076	glycosuria
Glycosuria or Acetonuria	http://purl.obolibrary.org/obo/HP_0002919	ketonuria
Gout	http://www.ebi.ac.uk/efo/EFO_0004274	gout
Gout and other crystal arthropathies	http://www.ebi.ac.uk/efo/EFO_0004274	gout
Gout and other crystal arthropathies	http://www.ebi.ac.uk/efo/EFO_1000999	joint disease
Gouty arthropathy	http://www.ebi.ac.uk/efo/EFO_0004274	gout
Gram negative septicemia	http://purl.obolibrary.org/obo/MONDO_0021678	gram-negative bacterial infections
Gram negative septicemia	http://purl.obolibrary.org/obo/HP_0100806	Sepsis
Gram positive septicemia	http://purl.obolibrary.org/obo/MONDO_0021679	gram-positive bacterial infections
Gram positive septicemia	http://purl.obolibrary.org/obo/HP_0100806	Sepsis
Graves' disease	http://www.ebi.ac.uk/efo/EFO_0004237	Graves disease
Gross hematuria	http://purl.obolibrary.org/obo/HP_0012587	Macroscopic hematuria
H. pylori	http://www.ebi.ac.uk/efo/EFO_1000961	Helicobacter pylori infectious disease
Hallucinations	http://purl.obolibrary.org/obo/HP_0000738	Hallucinations
Hallux rigidus	http://purl.obolibrary.org/obo/HP_0025004	Hallux rigidus
Hallux valgus (Bunion)	http://purl.obolibrary.org/obo/HP_0001822	Hallux valgus
Hammer toe (acquired	http://www.ebi.ac.uk/efo/EFO_1001336	Hammer Toe Syndrome
Hearing loss	http://www.ebi.ac.uk/efo/EFO_0004238	hearing loss
Heart failure NOS	http://www.ebi.ac.uk/efo/EFO_0003144	heart failure
Heart transplant/surgery	NEW TERM REQUEST	heart transplant
Heart valve disorders	http://www.ebi.ac.uk/efo/EFO_0009551	heart valve disease
Heart valve replaced	http://www.ebi.ac.uk/efo/EFO_0003906	heart valve prosthesis 
Heartburn	http://purl.obolibrary.org/obo/HP_0002020	Gastroesophageal reflux
Hemangioma and lymphangioma, any site	http://www.ebi.ac.uk/efo/EFO_1000635	hemangioma
Hemangioma and lymphangioma, any site	http://purl.obolibrary.org/obo/MONDO_0002013	lymphangioma
Hematemesis	http://purl.obolibrary.org/obo/HP_0002248	Hematemesis
Hematuria	http://purl.obolibrary.org/obo/HP_0000790	Hematuria
Hemiplegia	http://purl.obolibrary.org/obo/HP_0002301	Hemiplegia
Hemoptysis	http://purl.obolibrary.org/obo/HP_0002105	Hemoptysis
Hemorrhage from gastrointestinal ulcer	http://purl.obolibrary.org/obo/MPATH_579	ulcer
Hemorrhage from gastrointestinal ulcer	http://purl.obolibrary.org/obo/HP_0002239	gastrointestinal hemorrhage
Hemorrhage in early pregnancy	NEW TERM REQUEST	Subchorionic bleeding
Hemorrhage NOS	http://purl.obolibrary.org/obo/MP_0001914	hemorrhage
Hemorrhage of gastrointestinal tract	http://purl.obolibrary.org/obo/HP_0002239	gastrointestinal hemorrhage
Hemorrhage of rectum and anus	http://purl.obolibrary.org/obo/HP_0002573	Hematochezia
Hemorrhage or hematoma complicating a procedure	http://purl.obolibrary.org/obo/MP_0001914	Hemorrhage
Hemorrhage or hematoma complicating a procedure	NEW TERM REQUEST	hematoma
Hemorrhage or hematoma complicating a procedure	http://www.ebi.ac.uk/efo/EFO_0009518	complication
Hemorrhagic disorder due to intrinsic circulating anticoagulants	http://www.orpha.net/ORDO/Orphanet_71202	Rare hemorrhagic disorder due to a constitutional platelet anomaly
Hemorrhoids	http://www.ebi.ac.uk/efo/EFO_0009552	hemorrhoid
Hepatomegaly	http://purl.obolibrary.org/obo/HP_0002240	Hepatomegaly
Hereditary and idiopathic peripheral neuropathy	http://www.orpha.net/ORDO/Orphanet_98497	Genetic peripheral neuropathy
Hereditary and idiopathic peripheral neuropathy	http://www.ebi.ac.uk/efo/EFO_0003100	peripheral neuropathy
Hereditary hemolytic anemias	http://www.ebi.ac.uk/efo/EFO_0005558	hemolytic anemia
Herpes simplex	http://www.ebi.ac.uk/efo/EFO_1002022	Herpes simplex infection
Herpes zoster	http://www.ebi.ac.uk/efo/EFO_0006510	Herpes Zoster
Herpes zoster with nervous system complications	http://www.ebi.ac.uk/efo/EFO_0006510	Herpes Zoster
Herpes zoster with nervous system complications	http://www.ebi.ac.uk/efo/EFO_0000618	nervous system disease
Hidradenitis	http://purl.obolibrary.org/obo/MONDO_0002260	hidradenitis
Hirsutism	http://purl.obolibrary.org/obo/HP_0001007	Hirsutism
Hodgkin's disease	http://www.ebi.ac.uk/efo/EFO_0000183	Hodgkins lymphoma
Hormones and synthetic substitutes causing adverse effects in therapeutic use	http://www.ebi.ac.uk/efo/EFO_0009658	adverse effect
Hx of malignant neoplasm of oral cavity and pharynx	http://www.ebi.ac.uk/efo/EFO_0005570	oral cavity cancer
Hx of malignant neoplasm of oral cavity and pharynx	http://www.ebi.ac.uk/efo/EFO_0005577	pharynx cancer
Hydrocele	http://www.ebi.ac.uk/efo/EFO_1001859	testicular hydrocele
Hydronephrosis	http://www.ebi.ac.uk/efo/EFO_0005562	hydronephrosis
Hypercalcemia	http://purl.obolibrary.org/obo/HP_0003072	Hypercalcemia
Hypercholesterolemia	http://purl.obolibrary.org/obo/HP_0003124	hypercholesterolemia
Hypercoagulable state	http://www.ebi.ac.uk/efo/EFO_0009315	thrombophilia
Hyperglyceridemia	http://www.ebi.ac.uk/efo/EFO_0004211	Hypertriglyceridemia
Hyperhidrosis	http://purl.obolibrary.org/obo/HP_0000975	hyperhidrosis
Hyperlipidemia	http://www.ebi.ac.uk/efo/EFO_0003774	hyperlipidemia
Hypermetropia	http://purl.obolibrary.org/obo/HP_0000540	hypermetropia
Hyperosmolality and/or hypernatremia	http://purl.obolibrary.org/obo/HP_0001939	Abnormality of metabolism/homeostasis
Hyperosmolality and/or hypernatremia	http://purl.obolibrary.org/obo/HP_0003228	Hypernatremia
Hyperparathyroidism	http://www.ebi.ac.uk/efo/EFO_0008506	hyperparathyroidism
Hyperplasia of prostate	http://www.ebi.ac.uk/efo/EFO_0000284	benign prostatic hyperplasia
Hyperpotassemia	http://purl.obolibrary.org/obo/HP_0002153	Hyperkalemia
Hypersomnia	http://www.ebi.ac.uk/efo/EFO_0005246	hypersomnia
Hypertension	http://www.ebi.ac.uk/efo/EFO_0000537	hypertension
Hypertension complicating pregnancy, childbirth, and the puerperium	http://purl.obolibrary.org/obo/MONDO_0024664	hypertension, pregnancy-induced
Hypertension complicating pregnancy, childbirth, and the puerperium	http://www.ebi.ac.uk/efo/EFO_0009682	Pregnancy disorder
Hypertension complicating pregnancy, childbirth, and the puerperium	http://www.ebi.ac.uk/efo/EFO_0009683	puerperal disorder
Hypertensive chronic kidney disease	http://purl.obolibrary.org/obo/MONDO_0024633	hypertensive renal disease
Hypertensive heart and/or renal disease	http://purl.obolibrary.org/obo/MONDO_0024633	hypertensive renal disease
Hypertensive heart and/or renal disease	http://purl.obolibrary.org/obo/MONDO_0001302	hypertensive heart disease
Hypertensive heart disease	http://purl.obolibrary.org/obo/MONDO_0001302	hypertensive heart disease
Hypertrophy of breast (Gynecomastia)	http://purl.obolibrary.org/obo/HP_0000771	Gynecomastia
Hypertrophy of female genital organs	http://purl.obolibrary.org/obo/HP_0000078	abnormality of the genital system
Hyperventilation	http://purl.obolibrary.org/obo/HP_0002883	Hyperventilation
Hypocalcemia	http://purl.obolibrary.org/obo/HP_0002901	Hypocalcemia
Hypoglycemia	http://purl.obolibrary.org/obo/HP_0001943	Hypoglycemia
Hypoparathyroidism	http://www.ebi.ac.uk/efo/EFO_0009451	hypoparathyroidism
Hypopotassemia	http://purl.obolibrary.org/obo/HP_0002900	Hypokalemia
Hyposmolality and/or hyponatremia	http://purl.obolibrary.org/obo/HP_0001939	Abnormality of metabolism/homeostasis
Hyposmolality and/or hyponatremia	http://purl.obolibrary.org/obo/HP_0002902	Hyponatremia
Hypotension	http://www.ebi.ac.uk/efo/EFO_0005251	hypotension
Hypotension NOS	http://www.ebi.ac.uk/efo/EFO_0005251	hypotension
Hypothyroidism NOS	http://www.ebi.ac.uk/efo/EFO_0004705	hypothyroidism
Hypotony of eye	http://purl.obolibrary.org/obo/HP_0032547	Low intraocular pressure
Hypoventilation	http://purl.obolibrary.org/obo/HP_0002791	Hypoventilation
Hypovolemia	http://purl.obolibrary.org/obo/HP_0011106	Hypovolemia
Iatrogenic hypotension	http://www.ebi.ac.uk/efo/EFO_0005251	hypotension
Idiopathic fibrosing alveolitis	http://www.ebi.ac.uk/efo/EFO_0000768	idiopathic pulmonary fibrosis
Ileostomy status	NEW TERM REQUEST	Ileostomy status
Ill-defined descriptions and complications of heart disease	http://www.ebi.ac.uk/efo/EFO_0003777	heart disease
Ill-defined descriptions and complications of heart disease	http://www.ebi.ac.uk/efo/EFO_0009518	complication
Immunity deficiency	http://purl.obolibrary.org/obo/HP_0002721	Immunodeficiency
Impacted cerumen	http://purl.obolibrary.org/obo/HP_0030788	Impacted cerumen
Impaction of intestine	http://purl.obolibrary.org/obo/MONDO_0004571	intestinal impaction
Impaired fasting glucose	http://www.ebi.ac.uk/efo/EFO_0002546	abnormal glucose tolerance
Impetigo	http://www.ebi.ac.uk/efo/EFO_1000714	impetigo
Incisional hernia	http://purl.obolibrary.org/obo/HP_0004872	Incisional hernia
Infection of the eye	http://www.ebi.ac.uk/efo/EFO_1001888	eye infection
Infection with drug-resistant microorganisms	http://purl.obolibrary.org/obo/HP_0020174	Refractory drug response
Infection with drug-resistant microorganisms	http://www.ebi.ac.uk/efo/EFO_0000544	infection
Infection/inflammation of internal prosthetic device; implant; and graft	http://www.ebi.ac.uk/efo/EFO_0000544	Infection
Infection/inflammation of internal prosthetic device; implant; and graft	http://purl.obolibrary.org/obo/MP_0001845	Inflammation
Infertility, female	http://www.ebi.ac.uk/efo/EFO_0008560	female infertility
Infertility, male	http://www.ebi.ac.uk/efo/EFO_0004248	male infertility
Infestation (lice, mites)	http://www.ebi.ac.uk/efo/EFO_0007508	tick infestation
Infestation (lice, mites)	http://purl.obolibrary.org/obo/MONDO_0004389	mite infestation
Inflammation of eyelids	http://purl.obolibrary.org/obo/HP_0000498	Blepharitis
Inflammation of the eye	http://www.ebi.ac.uk/efo/EFO_0005752	eye inflammation
Inflammatory and toxic neuropathy	http://purl.obolibrary.org/obo/MONDO_0002336	inflammatory and toxic neuropathy
Inflammatory bowel disease and other gastroenteritis and colitis	http://www.ebi.ac.uk/efo/EFO_0003767	inflammatory bowel disease
Inflammatory bowel disease and other gastroenteritis and colitis	http://www.ebi.ac.uk/efo/EFO_1001463	gastroenteritis
Inflammatory bowel disease and other gastroenteritis and colitis	http://www.ebi.ac.uk/efo/EFO_0003872	colitis
Inflammatory conditions of jaw	http://purl.obolibrary.org/obo/MP_0001845	inflammation
Inflammatory disease of breast	http://www.ebi.ac.uk/efo/EFO_1001034	mastitis
Inflammatory disease of cervix, vagina, and vulva	http://purl.obolibrary.org/obo/HP_0030160	cervicitis
Inflammatory disease of cervix, vagina, and vulva	http://www.ebi.ac.uk/efo/EFO_0005757	vaginal inflammation
Inflammatory disease of cervix, vagina, and vulva	http://www.ebi.ac.uk/efo/EFO_1001239	vulvitis
Inflammatory diseases of female pelvic organs	http://www.ebi.ac.uk/efo/EFO_1001388	Pelvic Inflammatory Disease
Inflammatory diseases of prostate	http://www.ebi.ac.uk/efo/EFO_0003830	prostatitis
Influenza	http://www.ebi.ac.uk/efo/EFO_0007328	influenza
Ingrowing nail	http://purl.obolibrary.org/obo/MONDO_0002884	nail disease
Inguinal hernia	http://purl.obolibrary.org/obo/HP_0000023	Inguinal hernia
Injuries to the nervous system	http://www.ebi.ac.uk/efo/EFO_0009490	nervous system injury 
Insect bite	http://purl.obolibrary.org/obo/HP_0020139	History of recent insect bite
Insomnia	http://www.ebi.ac.uk/efo/EFO_0004698	insomnia
Insulin pump user	http://www.orpha.net/ORDO/Orphanet_168345	insulin
Insulins and antidiabetic agents causing adverse effects in therapeutic use	http://www.ebi.ac.uk/efo/EFO_0009658	adverse effects
Internal derangement of knee	http://www.ebi.ac.uk/efo/EFO_1000999	joint disease
Intervertebral disc disorder with myelopathy	http://www.ebi.ac.uk/efo/EFO_0009477	vertebral joint disease
Intervertebral disc disorder with myelopathy	http://www.ebi.ac.uk/efo/EFO_1001919	Spinal cord injury
Intervertebral disc disorders	http://www.ebi.ac.uk/efo/EFO_0009477	vertebral joint disease
Intestinal disaccharidase deficiencies and disaccharide malabsorption	http://www.ebi.ac.uk/efo/EFO_1000060	intestinal disaccharide deficiency and disaccharide malabsorption
Intestinal infection	http://purl.obolibrary.org/obo/MONDO_0043424	digestive system infectious disease 
Intestinal infection due to C. difficile	http://www.ebi.ac.uk/efo/EFO_0009130	clostridium difficile infection
Intestinal malabsorption	http://purl.obolibrary.org/obo/HP_0002024	Malabsorption
Intestinal malabsorption NOS	http://purl.obolibrary.org/obo/HP_0002024	Malabsorption
Intestinal obstruction without mention of hernia	http://purl.obolibrary.org/obo/MONDO_0004565	intestinal obstruction
Intracerebral hemorrhage	http://www.ebi.ac.uk/efo/EFO_0005669	intracerebral hemorrhage
Intracranial hemorrhage	http://www.ebi.ac.uk/efo/EFO_0000551	intracranial hemorrhage NOS
Intracranial hemorrhage (injury)	http://www.ebi.ac.uk/efo/EFO_0000551	intracranial hemorrhage
Iron deficiency anemia secondary to blood loss (chronic)	http://purl.obolibrary.org/obo/MONDO_0002280	anemia (disease)
Iron deficiency anemias	http://purl.obolibrary.org/obo/MONDO_0002280	anemia (disease)
Iron deficiency anemias, unspecified or not due to blood loss	http://purl.obolibrary.org/obo/MONDO_0002280	anemia (disease)
Irregular menstrual bleeding	http://www.ebi.ac.uk/efo/EFO_0010270	Menstrual disorder
Irregular menstrual cycle	http://www.ebi.ac.uk/efo/EFO_0010270	Menstrual disorder
Irregular menstrual cycle/bleeding	http://www.ebi.ac.uk/efo/EFO_0010270	Menstrual disorder
Irritable Bowel Syndrome	http://www.ebi.ac.uk/efo/EFO_0000555	irritable bowel syndrome
Ischemic Heart Disease	http://www.ebi.ac.uk/efo/EFO_0001645	coronary heart disease
Jaundice (not of newborn)	http://www.ebi.ac.uk/efo/EFO_1000739	neonatal jaundice
Jaw disease NOS	http://www.ebi.ac.uk/efo/EFO_0009468	jaw disease
Joint effusions	http://purl.obolibrary.org/obo/HP_0001386	Joint swelling
Joint/ligament sprain	http://www.ebi.ac.uk/efo/EFO_0009582	sprain
Keloid scar	http://www.ebi.ac.uk/efo/EFO_0004212	Keloid
Keratitis	http://www.ebi.ac.uk/efo/EFO_0009449	Keratitis
Keratitis, infectious	http://www.ebi.ac.uk/efo/EFO_0009449	Keratitis
Keratoconjunctivitis sicca	http://www.ebi.ac.uk/efo/EFO_1001001	keratoconjunctivitis sicca
Keratoconjunctivitis, noninfectious	http://purl.obolibrary.org/obo/HP_0001096	keratoconjunctivitis
Keratoderma, acquired	http://www.ebi.ac.uk/efo/EFO_1000720	keratosis
Kidney replaced by transpant	http://www.ebi.ac.uk/efo/EFO_0010134	kidney transplant
Known or suspected fetal abnormality affecting management of mother	http://purl.obolibrary.org/obo/MONDO_0000839	congenital abnormality
Kyphoscoliosis and scoliosis	http://purl.obolibrary.org/obo/HP_0002751	Kyphoscoliosis
Kyphoscoliosis and scoliosis	http://www.ebi.ac.uk/efo/EFO_000427	scoliosis
Kyphosis (acquired)	http://purl.obolibrary.org/obo/HP_0002808	Kyphosis
Labyrinthitis	http://www.ebi.ac.uk/efo/EFO_0009604	labyrinthitis
Lack of coordination	http://purl.obolibrary.org/obo/HP_0002370	Poor coordination
Lack of normal physiological development	http://purl.obolibrary.org/obo/MONDO_0021147	disorder of development or morphogenesis
Large cell lymphoma	http://www.ebi.ac.uk/efo/EFO_0003032	anaplastic large cell lymphoma
Late effects of cerebrovascular disease	http://www.ebi.ac.uk/efo/EFO_0003763	cerebrovascular disorder
Left bundle branch block	http://purl.obolibrary.org/obo/HP_0011713	Left bundle branch block 
Lesions of stomach and duodenum	http://purl.obolibrary.org/obo/MONDO_0002866	duodenal disease
Lesions of stomach and duodenum	http://www.ebi.ac.uk/efo/EFO_0009454	gastric disease
Leukemia	http://www.ebi.ac.uk/efo/EFO_0000565	leukemia
Leukoplakia of oral mucosa	http://purl.obolibrary.org/obo/HP_0002745	Oral leukoplakia
Lichen	http://www.ebi.ac.uk/efo/EFO_1000724	lichen disease
Light-headedness and vertigo	http://www.ebi.ac.uk/efo/EFO_0009847	dizziness
Light-headedness and vertigo	http://purl.obolibrary.org/obo/HP_000232	vertigo
Lipoma	http://www.ebi.ac.uk/efo/EFO_0000759	lipoma
Lipoprotein disorders	http://www.ebi.ac.uk/efo/EFO_0000589	metabolic disease
Liver abscess and sequelae of chronic liver disease	http://purl.obolibrary.org/obo/HP_0100523	Liver abscess
Liver abscess and sequelae of chronic liver disease	http://www.ebi.ac.uk/efo/EFO_0003884	Chronic liver disease
Liver replaced by transplant	NEW TERM REQUEST	Liver transplant
Localized adiposity	 http://www.ebi.ac.uk/efo/EFO_0001073	obesity
Localized superficial swelling, mass, or lump	NEW TERM REQUEST	Localized superficial swelling, mass, or lump
Loose body in joint	http://www.ebi.ac.uk/efo/EFO_1000999	joint disease
Loss of teeth or edentulism	 http://www.ebi.ac.uk/efo/EFO_1001216	tooth disease
Lower gastrointestinal congenital anomalies	http://purl.obolibrary.org/obo/MONDO_0000839	congenital abnormality
Lump or mass in breast	http://purl.obolibrary.org/obo/HP_0032408	Breast mass 
Lung disease due to external agents	http://www.ebi.ac.uk/efo/EFO_0003818	lung disease
Lung involvement in conditions classified elsewhere	http://www.ebi.ac.uk/efo/EFO_0003818	lung disease
Lupus	http://www.ebi.ac.uk/efo/EFO_0002690	systemic lupus erythematosus
Lupus erythematosus	http://purl.obolibrary.org/obo/MONDO_0004670	lupus erythematosus
Lyme disease	http://www.ebi.ac.uk/efo/EFO_0008510	Lyme disease
Lymphadenitis	http://purl.obolibrary.org/obo/HP_0002840	lymphadenitis
Lymphoid leukemia	http://www.ebi.ac.uk/efo/EFO_0004289	lymphoid leukemia
Lymphoid leukemia, chronic	http://www.ebi.ac.uk/efo/EFO_0004289	lymphoid leukemia
Lymphosarcoma	http://www.ebi.ac.uk/efo/EFO_0000574	lymphoma
Macular degeneration (senile) of retina NOS	http://www.ebi.ac.uk/efo/EFO_0001365	age-related macular degeneration
Macular degeneration, dry	http://www.ebi.ac.uk/efo/EFO_0001365	age-related macular degeneration
Macular degeneration, wet	http://www.ebi.ac.uk/efo/EFO_0001365	age-related macular degeneration
Macular puckering of retina	http://purl.obolibrary.org/obo/HP_0100014	Epiretinal membrane
Major depressive disorder	http://purl.obolibrary.org/obo/MONDO_0002009	major depressive disorder
Malaise and fatigue	http://www.ebi.ac.uk/efo/EFO_0009641	malaise
Malaise and fatigue	http://purl.obolibrary.org/obo/HP_0012378	fatigue
Male infertility and abnormal spermatozoa	http://www.orpha.net/ORDO/Orphanet_399771	Male infertility due to sperm disorder
Malignant neoplasm of bladder	http://purl.obolibrary.org/obo/MONDO_0001187	urinary bladder cancer
Malignant neoplasm of female breast	http://purl.obolibrary.org/obo/MONDO_0007254	breast cancer
Malignant neoplasm of kidney, except pelvis	http://purl.obolibrary.org/obo/MONDO_0002367	kidney cancer
